,LOCK_NAME,N_수문단위,geometry,index_right,EMD_CD,COL_ADM_SE,EMD_NM,SGG_OID
378,강정동현무암질조면안산암,조면암,"POLYGON ((154757.52799596262 69510.62517995876, 154744.22357185936 69517.27906012814, 154738.12012354998 69521.61107565823, 154732.72666999913 69528.82347958582, 154726.32879529914 69545.8878971911, 154724.73145471787 69560.82096434978, 154724.53620672223 69574.50352150458, 154726.13801101292 69581.94457126316, 154731.4368895346 69596.85625801713, 154740.44007769506 69614.15764522029, 154758.14760381228 69639.31874161889, 154771.15029426286 69650.11813389952, 154792.05743220056 69670.12764358381, 154800.1595860134 69677.97747116187, 154805.6631249147 69685.0376720872, 154805.66324264463 69685.62778067321, 154815.07011846127 69700.3386105895, 154830.57724577707 69736.04208657693, 154838.0795659451 69755.66420056834, 154847.28924620344 69774.29579149059, 154854.79058863714 69789.01700370014, 154858.7926390178 69795.28735896805, 154863.9906111103 69800.58729694877, 154869.8975323865 69803.52665895957, 154874.29456245014 69804.90603522852, 154889.1017621662 69805.4931879047, 154900.19644905478 69803.92068408232, 154913.996400166 69800.18724259606, 154924.00166101198 69795.86445001978, 154936.19988369854 69785.07002863183, 154962.49232436152 69757.00961631758, 154977.19673812142 69738.56328634056, 154983.39081055424 69733.65114596055, 154994.4924954543 69725.8074864886, 155010.19684858219 69716.39261917584, 155024.39150403603 69706.38794461917, 155066.28899371825 69667.33239378408, 155085.0858464971 69653.39607697306, 155119.58435067628 69616.5024007347, 155130.68595777318 69608.26866941899, 155139.88171424097 69598.45502771484, 155155.78165460523 69577.05791585287, 155160.58077405446 69567.83526046493, 155164.77724241035 69556.26229277544, 155168.28051345213 69543.30920942186, 155171.0702159159 69509.5624412807, 155169.16960125786 69492.87975007971, 155168.26403522395 69460.71401051793, 155170.55539920094 69451.30182078376, 155173.55582807754 69440.10916181304, 155175.45021897045 69425.59611246851, 155174.15382180153 69419.11517837318, 155169.95367587754 69412.25475402852, 155160.35054221918 69406.16555008781, 155148.24817756822 69401.26706416416, 155137.94446155964 69398.12854315643, 155127.24522117287 69397.1504987491, 155120.14238010184 69395.19155594893, 155114.34265675567 69392.05213576893, 155109.54087542204 69387.93233595579, 155105.93466060318 69381.0617912187, 155103.4338631754 69374.40106444887, 155103.6304719834 69367.53976235341, 155104.93237646105 69360.27816596313, 155107.62747394398 69348.50546119164, 155109.12723838136 69340.65371669107, 155109.12629851338 69335.94284982164, 155107.22826991288 69332.22254394367, 155104.02719942178 69330.06278537784, 155098.02969392907 69327.9035851059, 155091.52117707496 69327.90488448215, 155085.62262252124 69325.555629479, 155076.4231465845 69316.72584059671, 155070.6226789239 69309.85573394597, 155065.3176663558 69305.54599963746, 155058.01684560085 69303.577094545, 155046.5171719926 69301.22895777237, 155026.41418650266 69301.23297120002, 154994.2091477202 69297.8987858725, 154985.2086691929 69294.17989796528, 154973.50214225776 69288.69122448168, 154966.8024480749 69281.43122559355, 154962.60312229875 69278.6815577281, 154959.69929374233 69277.90199387737, 154956.39966543988 69277.90265262651, 154952.5971551161 69279.46369894617, 154948.20149792352 69284.9655889686, 154944.90265185406 69288.88696916553, 154937.80039749277 69289.86856748315, 154919.5945426983 69289.09205858491, 154902.19713475916 69288.50542326272, 154886.49082624423 69288.11848713481, 154863.88919456318 69292.24375781603, 154851.994816795 69296.16685405013, 154839.39168543788 69303.43070660252, 154827.6957942197 69309.9042326021, 154823.99258804554 69313.0455499253, 154815.7947338269 69321.67877516965, 154786.70058685387 69364.66249344323, 154773.3994133708 69387.60937165795, 154762.30133041285 69413.50635305583, 154762.9054301973 69423.1180014403, 154765.210522694 69441.1708638597, 154765.2128334084 69452.7529950157, 154764.11754678952 69461.97491087683, 154763.91214214195 69466.095710292, 154764.82067531865 69471.78657631087, 154768.51833224564 69482.17775068665, 154776.72076597996 69496.49874917639, 154777.12669249106 69505.13025673607, 154775.22158617186 69507.28103283956, 154769.4230381993 69510.03269665805, 154766.72566989827 69510.42330694571, 154757.52799596262 69510.62517995876))",,,,,
379,강정동현무암질조면안산암,현무암질용암류 III,"POLYGON ((154658.89442362473 69430.78017250227, 154633.29822377715 69434.12589732674, 154620.4967216684 69439.41942676425, 154609.89786510903 69445.43264899182, 154606.2937595346 69449.13404958136, 154603.49788130415 69451.92512131087, 154601.69219685352 69456.2462769926, 154603.49984680067 69461.77693403815, 154606.3977169997 69474.03861224966, 154605.6009154381 69490.87186927232, 154608.20133619325 69500.71316141298, 154614.6039579498 69507.44312202302, 154619.20732449877 69509.37255828106, 154624.80853926847 69509.85152842675, 154645.1103163436 69513.92822646163, 154648.6163609471 69514.87770139426, 154674.01659649448 69521.62387307198, 154678.11695930397 69524.50358462997, 154678.1178712083 69529.07442567265, 154675.01933745266 69544.69791951636, 154676.81950654893 69554.07928676577, 154679.42760368116 69561.05004910403, 154684.52648716205 69565.84991475148, 154689.42705971413 69568.97951257974, 154696.3317713344 69570.17835504841, 154703.03020829667 69571.13719451765, 154706.03275429696 69570.55648833688, 154708.6309441849 69569.21572298219, 154712.1279056483 69565.98443029716, 154715.3276551311 69561.52297053323, 154721.23091883125 69546.12895908242, 154732.72139546246 69502.37861362926, 154734.71325869745 69480.26414603426, 154733.51599208274 69474.49332292925, 154726.31253997283 69464.40290367836, 154699.10441895918 69450.94585780636, 154673.99956954105 69436.27816933207, 154658.89442362473 69430.78017250227))",,,,,
380,호근동역암,비화산성퇴적층,"POLYGON ((151954.09455741176 72430.6719377269, 151978.1955498261 72416.67455410061, 151982.65743910059 72412.37287249742, 151987.08685065704 72410.67167578556, 152013.7441652643 72392.21296133881, 152018.86581460046 72387.08099534723, 152026.04932457797 72379.90824252658, 152034.24705930622 72370.67490824999, 152042.4536574096 72364.52213895309, 152052.7056160182 72356.31858427357, 152060.90375961966 72349.13562712469, 152070.13324241494 72342.98265369504, 152079.36251977782 72335.79949077556, 152085.5157137407 72332.72769797547, 152094.73694547685 72326.56472434325, 152113.1969342609 72319.38972122304, 152123.44930175177 72313.23654365644, 152134.72414307008 72305.02278298466, 152148.05361914448 72299.8991808875, 152164.45876974988 72288.61383151286, 152174.71072837507 72280.41027678386, 152184.96950400085 72265.02539948281, 152191.11199364244 72249.6413436028, 152193.16417114393 72240.40923564753, 152196.23923533212 72231.18692540214, 152197.2602790653 72221.95502320968, 152199.31163879746 72208.62216096139, 152199.30918550535 72196.31989809894, 152186.99891417625 72182.98990183463, 152177.76534254913 72168.63910390262, 152165.46209363625 72149.15797458589, 152156.22790767567 72131.72661004553, 152150.07246584055 72123.52632954181, 152144.93868203426 72109.17471349076, 152138.79005716246 72093.793110442, 152133.6558624608 72077.38111542701, 152128.5313509319 72068.16044151399, 152123.40410934656 72086.61485968763, 152124.42965280637 72099.94710787875, 152131.6094114363 72115.32850514923, 152134.6889713444 72128.65034160379, 152152.13220869517 72152.2311996026, 152161.35875989756 72172.74313242466, 152173.67025786667 72192.22426010214, 152178.8036327599 72204.52549904096, 152182.90546500747 72214.77656660974, 152182.90832916676 72229.13920845103, 152176.75738502972 72243.49307648337, 152168.56005918235 72254.77678796079, 152155.23160629804 72265.0313338514, 152147.02541706694 72273.23448033142, 152133.69676074377 72282.46883856144, 152104.98420103497 72294.77683162363, 152093.7091542937 72301.96040280501, 152074.22750945154 72315.29674329807, 152061.92153239757 72323.50070788153, 152048.59348840715 72335.80563084688, 152035.265649848 72349.14074329846, 152015.78420846188 72363.49727138993, 152006.56379248927 72373.75099742378, 151995.28131443376 72385.03532447026, 151986.06048958827 72393.23867336288, 151982.5483243843 72402.96116276563, 151954.09455741176 72430.6719377269))",,,,,
381,한북교하와이아이트분석구,화산성퇴적층 I,"POLYGON ((149508.9221086133 73301.47992883541, 149502.71903492816 73261.24376682006, 149502.71347914834 73233.37864350877, 149493.42648781737 73199.33423540974, 149471.7493941687 73165.29229955073, 149431.5042614445 73134.34463702107, 149403.64160014084 73106.49507403933, 149369.58388572125 73078.63674540038, 149338.62080876288 73056.97893969354, 149292.19319559375 73047.70649677166, 149248.84949800657 73032.23229818931, 149214.80682315494 73038.4302294132, 149202.43546167962 73091.05237421475, 149186.960599422 73134.39343141671, 149186.97109090022 73187.01310559711, 149205.56033908846 73248.92078145302, 149221.04176516843 73279.87338497292, 149258.19287829293 73307.72109466232, 149298.4367762673 73332.47761898686, 149344.8744910166 73351.04176902294, 149406.78499130046 73357.22055482725, 149468.69178857424 73344.82592573541, 149493.45179187914 73326.2475698078, 149508.9221086133 73301.47992883541))",65.0,50130118,50130,하원동,386.0
382,시오름조면현무암,현무암질 용암류 II,"POLYGON ((146335.21533034678 75323.77477460005, 146335.21470638888 75320.64419927925, 146335.21197132068 75306.92167743854, 146339.32470218674 75289.0875790735, 146339.31978023401 75264.3930408695, 146346.17917583915 75245.17814090825, 146350.28971778892 75216.362024331, 146357.14911536028 75197.15712620155, 146370.86512767206 75186.17237157852, 146381.83392899745 75173.82791491039, 146388.69469212135 75161.47427583928, 146394.17758766058 75147.75065974705, 146398.29031844268 75129.91656134732, 146398.28648883497 75110.70303038345, 146398.28348055898 75095.61025670962, 146403.77626783412 75090.12815354473, 146417.49501528993 75092.86592072621, 146432.5919054519 75098.35391859757, 146449.0581390296 75103.83164147998, 146453.1736049569 75099.72006492596, 146449.05513074994 75088.73886778916, 146438.07480096663 75084.63030247914, 146432.58752958686 75076.3998839804, 146424.35359145075 75069.54026524955, 146414.74205884486 75062.68092132546, 146398.27418257506 75048.96168388776, 146392.78444912878 75028.3789953764, 146385.91903703002 75017.40834806522, 146384.54613706737 74999.5753439269, 146384.54258050525 74981.73206480325, 146390.02465659875 74963.89769324218, 146398.25558640592 74955.66453826742, 146410.6011607519 74939.1990494323, 146411.97437925206 74917.24474004295, 146417.45672843498 74900.78062028391, 146414.70623194758 74882.93788910843, 146405.1026752515 74874.70829178568, 146392.75518706546 74881.57201608154, 146376.29004598773 74881.57530059002, 146370.803320824 74876.08538577589, 146355.7009621303 74843.1623462264, 146350.21341758006 74833.56167598593, 146350.21150169277 74823.94990961242, 146354.32532680407 74811.60682031314, 146359.8082221836 74797.88320419821, 146362.55269989348 74785.53038622101, 146363.9195851239 74773.18784488982, 146358.43285994267 74767.69793010247, 146351.56744776893 74756.72728287196, 146337.8473306758 74747.11825309426, 146329.61284623583 74737.51813086157, 146324.1239340005 74721.05619974574, 146328.23939786613 74716.9346213215, 146335.09464705433 74718.30350565608, 146347.44459736967 74723.79205130646, 146366.65941360203 74737.51074055512, 146358.42492915117 74727.91061831254, 146347.4437779687 74719.68129586254, 146325.48944954964 74701.84239569714, 146320.00163182837 74690.87147367827, 146310.3898260448 74682.64187809185, 146295.30173122004 74679.8943824229, 146288.44042202938 74689.50751790788, 146282.95889237436 74710.08239305916, 146282.96135455684 74722.43466302578, 146282.96436299963 74737.52743661671, 146281.59196401638 74763.59250134241, 146271.99469930748 74786.92870492255, 146259.6524066238 74819.85721912922, 146250.05513988447 74843.18342083984, 146254.1744335229 74858.27537329949, 146272.01274968527 74877.48534648237, 146278.88062391506 74900.80826369219, 146289.85543983025 74918.63935235911, 146299.46861316566 74933.73020892427, 146304.9577984135 74951.5623918859, 146309.0784596156 74973.5156052903, 146315.94524130505 74991.35751530819, 146333.78246095823 75005.06647768256, 146348.88044557074 75016.04548459058, 146368.09248099366 75057.19921751076, 146373.5893690216 75072.29089526611, 146377.70123485228 75091.50360675703, 146372.22052627231 75116.19923922315, 146373.60030965254 75127.18098263978, 146362.62435373786 75145.01645006391, 146344.79342175263 75162.85328487039, 146329.6998149913 75173.83831428539, 146298.1429789788 75194.41839073948, 146281.68029994456 75206.77394508431, 146267.9664745484 75228.73071601405, 146246.02171928674 75258.92064179457, 146233.67723925973 75280.8771395383, 146228.1871870545 75300.08176444552, 146224.09809502098 75312.35483586078, 146222.7040183707 75312.43512864306, 146222.70675343182 75326.15765043919, 146222.70866717526 75335.75941495877, 146235.06627428293 75379.66502077493, 146246.05426283818 75422.2006479624, 146273.49668140503 75452.38072260784, 146295.459802685 75472.95012346155, 146305.06554799987 75492.16173916426, 146311.93232741597 75509.99364749319, 146314.67348009482 75522.34537125286, 146313.30577528244 75530.57715712395, 146310.56266278427 75549.78123414388, 146305.0808614682 75568.99585926998, 146305.0849639008 75589.57964203716, 146307.83436362527 75601.92136231984, 146314.6923477248 75617.0127686928, 146327.04448664337 75633.4833329221, 146336.65738458364 75647.19393610978, 146344.89241695125 75659.54456409754, 146351.74876048317 75666.40445774933, 146361.36111223506 75677.37455731549, 146370.9649438141 75686.98440855392, 146380.56959267866 75700.69501342415, 146383.31872127016 75711.67648376874, 146384.69162084095 75729.5094879928, 146383.32473724138 75741.86203118361, 146381.95015074554 75756.9550796636, 146373.72911032467 75773.41974558006, 146362.75370221143 75794.00571832032, 146353.1545211289 75807.730155345, 146353.157802157 75824.19318086811, 146357.2762741162 75835.16437626281, 146360.01769976394 75848.88635190367, 146366.8833866635 75861.2372530817, 146372.3657343325 75844.76313158695, 146368.24698929297 75832.4216843663, 146368.2445275264 75820.0694142977, 146368.2434331847 75814.57840517815, 146372.3575317652 75803.60556776286, 146377.8415219229 75795.37296086445, 146387.44950024472 75784.39902765892, 146394.30228762966 75773.4156421537, 146398.4163862 75762.44280472636, 146402.5302096831 75750.0897136411, 146402.5280229703 75739.11769722262, 146401.15621576595 75726.76570027345, 146398.40654099226 75713.04372627259, 146397.0344606872 75699.32147751155, 146390.16795444296 75682.85982089816, 146370.95920088654 75658.1691129792, 146359.97750173413 75647.18928470043, 146349.0035074519 75633.47895298654, 146344.88339287264 75614.26624304359, 146342.13071001464 75585.45149540505, 146342.12852324644 75574.47947901988, 146342.12578828633 75560.75695716147, 146343.49185252248 75544.29365853453, 146347.60458152718 75526.44955833675, 146351.71649122148 75504.49470268947, 146353.09080449937 75488.03140240547, 146353.08834459464 75475.689134205, 146347.5922760618 75464.70821181778, 146342.10391038607 75450.9867841563, 146339.35177558407 75424.9225420272, 146342.0907854637 75385.1346822189, 146342.08668289974 75364.55089944822, 146342.08148789709 75338.48610941041, 146335.21533034678 75323.77477460005))",,,,,
383,한라산조면암,조면암,"POLYGON ((146363.57382220292 74735.31095163699, 146347.44459626012 74723.79205131205, 146335.0946459448 74718.30350566388, 146328.2393967566 74716.93462132779, 146324.12393289097 74721.05619975075, 146329.6128451263 74737.51813086728, 146337.84732956628 74747.11825310136, 146351.56744665944 74756.72728287906, 146358.4328588331 74767.69793011097, 146363.91958401437 74773.18784489471, 146362.55269878398 74785.53038622742, 146359.8082210741 74797.88320420671, 146354.32532569458 74811.60682032094, 146350.21150058322 74823.94990961812, 146350.21341647056 74833.56167599023, 146355.7009610208 74843.16234623268, 146370.80331971447 74876.08538578078, 146376.2900448782 74881.57530059712, 146392.75518595596 74881.57201608783, 146401.9271335763 74876.4692488265, 146401.72890074376 74875.18905304791, 146398.6185373385 74872.85924514767, 146395.51657850065 74871.30957896984, 146392.79384357444 74868.58962204552, 146389.68324691133 74865.08959908853, 146385.02167183024 74860.81974397169, 146382.30672145257 74855.76935712865, 146377.64429509122 74847.22871715564, 146371.4224059907 74836.73802976997, 146363.65693625357 74821.20672372961, 146367.91899539382 74807.61337504769, 146372.57747434548 74796.35037564288, 146375.6861331859 74790.12861199107, 146379.95775719604 74783.13647477922, 146381.1195600683 74776.53502962668, 146385.00278205864 74766.05232827365, 146384.22597603654 74759.06119815202, 146382.2861270887 74752.45036989904, 146378.400119957 74748.96050348447, 146372.96251237852 74741.58023142978, 146365.96652860427 74737.70091371576, 146363.57382220292 74735.31095163699))",,,,,
384,조근대비악분석구,화산성퇴적층 I,"POLYGON ((148982.92345930624 74393.74571500078, 148983.9380370142 74393.45545925957, 148995.52605338854 74383.79137080594, 149016.77296033132 74370.2646454937, 149049.60904008546 74352.87489822775, 149080.5069733779 74337.41589256271, 149144.23636674904 74281.3928788068, 149159.68703563738 74240.82233628014, 149182.85058633843 74200.26025683794, 149215.68397042598 74169.34802313591, 149238.859620358 74148.09949287958, 149265.895447955 74124.90983565734, 149279.41143762745 74103.66323247133, 149283.27524444918 74078.54784310481, 149285.2005219417 74053.4428423146, 149287.12541258964 74026.39748477493, 149281.32169684817 74003.22438095382, 149265.86656791094 73980.04320082464, 149231.0940446282 73966.52765144152, 149209.849997146 73953.01940489851, 149178.93765353714 73937.5727304545, 149148.03278736808 73918.25534275523, 149136.43976423808 73902.80481399561, 149126.77471431252 73875.77177073946, 149109.38814862032 73846.79991121218, 149109.38121750136 73812.0335193486, 149109.3735166585 73773.40641769464, 149111.29609600303 73734.76892908732, 149119.01106337007 73703.86170655338, 149120.935955719 73676.82635101501, 149107.40956946224 73645.92336647562, 149090.02338843836 73618.88186201372, 149066.8400379278 73601.50329092494, 149020.4771874784 73586.05969958229, 149010.82462180516 73580.27056054852, 148979.9157439359 73582.2070824278, 148974.1264366982 73589.92965736822, 148952.87991498574 73605.38673800649, 148937.4294081799 73605.38982066954, 148916.17980566557 73605.39406035712, 148881.4088240366 73599.60993293265, 148833.11761790345 73593.82850305829, 148774.39314385454 73597.10081926233, 148780.96529740887 73626.66494450206, 148780.97781399553 73689.44648631883, 148776.15980939538 73728.07455037464, 148761.68118353793 73761.88365537953, 148732.7152658368 73786.03387415607, 148727.8861247619 73810.17927730561, 148708.57986713786 73834.32756880298, 148669.94892754973 73872.96237881482, 148665.13381198773 73926.0831070533, 148665.14343876793 73974.37198441976, 148660.31869633545 73979.2038352883, 148669.98069511726 74032.31167341361, 148694.1305341143 74056.45129505964, 148703.7930833848 74070.94203225209, 148727.9400332088 74080.58898960287, 148752.0879480973 74095.0768369321, 148766.57620089658 74109.55660957634, 148785.8984102791 74124.04541969195, 148790.7279660126 74143.35800761543, 148810.05017340463 74157.83681592392, 148834.19904937662 74177.14554964995, 148843.8615986427 74191.63628694287, 148853.5158968412 74206.11702405591, 148853.52359715558 74244.74412548752, 148863.18903350527 74273.71752540022, 148877.67632524963 74283.37641188351, 148896.99756960705 74293.02433217841, 148911.48582438476 74307.51410683093, 148925.97407716943 74321.99387965852, 148930.8118818815 74341.30646607501, 148940.46906909754 74370.27986774046, 148969.45093865582 74384.76675105758, 148982.92345930624 74393.74571500078))",,,,,
385,보리악조면현무암,현무암질 용암류 II,"POLYGON ((149167.68584047412 74226.81816552219, 149159.68703460364 74240.82233628375, 149144.23636571533 74281.39287881169, 149080.5069723418 74337.41589256772, 149049.60903905175 74352.87489822914, 149016.77295930003 74370.2646455043, 148995.52605235483 74383.79137081152, 148987.1381425286 74390.78432978014, 148984.639491989 74394.88558233727, 148998.4255191504 74404.07452237338, 148998.4303322091 74428.21896135574, 149008.09287942326 74442.6996969775, 149017.75735264813 74466.84220894973, 149022.5869082229 74486.15479709476, 149022.5926842211 74515.13012427057, 149027.4212787699 74529.62182610459, 149041.91489359707 74529.6189347757, 149075.71133070465 74529.61219272204, 149095.03161212621 74534.42922505597, 149109.51986689446 74548.91899992374, 149143.32744012287 74563.3949189717, 149162.64428745475 74592.36639394064, 149167.48498099632 74626.17164514458, 149177.14752818327 74640.65238091361, 149215.7788830957 74645.4755628783, 149235.09091751277 74650.30259878549, 149273.72323346147 74659.94666713988, 149302.70606418911 74679.25443726883, 149322.01906163138 74688.91236143303, 149336.50827741693 74708.22302285826, 149360.65715349503 74727.53175736964, 149375.1584702089 74766.16597011441, 149384.8156572086 74795.13937236683, 149423.45182312594 74824.09699205554, 149457.25939857535 74838.58291339863, 149481.40442486684 74838.57809694891, 149495.88979083518 74838.57520741364, 149524.86299614148 74809.59409900848, 149553.82795236353 74780.61299220996, 149577.96720293426 74751.63284800795, 149616.5908585368 74717.82892775792, 149655.21643810015 74693.676782127, 149703.50071510655 74664.69182120624, 149722.81714895452 74650.20530430193, 149751.78306817697 74626.05508549209, 149785.58486613416 74611.55567706341, 149833.87010623497 74587.40160422621, 149867.6646201732 74577.74308750522, 149891.80964677228 74577.73827087984, 149930.4400395305 74577.73056459532, 149973.9024611116 74568.06011737522, 149983.55923459012 74553.57552728639, 150003.88443561865 74551.03100540105, 150052.87147765432 74488.65976330743, 150061.83393622804 74425.80641550024, 150058.82460606674 74350.97325217468, 150055.81408539077 74270.16899089725, 150052.81539063712 74207.30802748748, 150052.80405530008 74150.44757185306, 150043.81485072704 74120.51385941892, 149962.9987160718 74120.5299823609, 149927.08346154942 74126.52824938053, 149918.11802070637 74174.41884559835, 149906.14275840926 74186.3934365582, 149876.20797395933 74150.48280287569, 149852.2448142022 74069.67272043251, 149786.38820928827 74006.82429796632, 149714.54527433222 73997.86698102416, 149642.7123771743 73997.88131208497, 149561.9068793549 74009.86963500234, 149496.06052373236 74039.80827513477, 149424.23359488437 74069.75811014278, 149364.3802411303 74120.64940786001, 149331.46417285272 74150.5914798188, 149280.57924275234 74168.55493300967, 149241.67315579942 74192.50709811773, 149214.745313781 74219.4474234716, 149167.68584047412 74226.81816552219))",,,,,
386,월평동역암,비화산성퇴적층,"POLYGON ((149456.814325876 72026.99595039315, 149454.27470551152 72032.4774651397, 149454.2758164748 72038.04848939588, 149454.27687158866 72043.33946216188, 149456.0927498995 72048.77009850275, 149457.90013779534 72052.99051398283, 149460.31843950777 72059.63125265448, 149459.71902586205 72073.51392519556, 149453.68190975813 72079.54623907409, 149451.27474720124 72087.3981632943, 149448.85873122961 72092.21953197569, 149445.84089619134 72098.86135550367, 149442.2211184337 72106.70351987192, 149441.6200193924 72112.13463855616, 149440.41746030393 72121.18654308817, 149441.62314879842 72127.82752375619, 149444.64375223502 72135.06825259083, 149445.767422732 72144.07968553959, 149441.86204495022 72167.5547816885, 149451.78227281437 72150.48966417694, 149450.61728716118 72141.12817509787, 149449.44405443064 72131.77668950788, 149445.92878406844 72125.9263150472, 149445.9257503992 72110.7135181122, 149451.7720090081 72099.02020129806, 149457.61826561985 72087.31688264059, 149462.3018701609 72077.95422639395, 149464.63472527548 72069.77225630498, 149464.63206655133 72056.43980507448, 149461.1248118815 72049.41921382851, 149457.60837668792 72037.72776547109, 149456.814325876 72026.99595039315))",,,,,
387,보리악조면현무암,현무암질 용암류 II,"POLYGON ((149083.57990163894 73614.05225925602, 149090.02338792145 73618.88186201523, 149107.40956894535 73645.92336647632, 149120.93595520215 73676.82635101711, 149119.0110628532 73703.86170655419, 149111.29609548615 73734.76892909023, 149109.37351614164 73773.40641769883, 149109.38121698448 73812.03351935069, 149109.38814810346 73846.79991121509, 149126.77471379563 73875.77177074307, 149136.4397637212 73902.8048139991, 149148.03278685122 73918.25534275884, 149178.93765302026 73937.57273045799, 149209.8499966291 73953.01940490061, 149227.30724072817 73964.11796366889, 149219.84050899852 73874.72301374155, 149198.82007759874 73824.30793571088, 149182.0083484848 73782.303564889, 149156.79249063705 73748.69241400645, 149144.17618777856 73689.88411628781, 149139.9656844977 73631.06413968815, 149131.55569530965 73610.06195520132, 149085.3444088411 73610.07117519178, 149083.57990163894 73614.05225925602))",65.0,50130118,50130,하원동,386.0
388,조근대비악조면현무암,현무암질 용암류 II,"POLYGON ((148557.5710107428 72627.5257944183, 148554.91375146172 72622.2153481472, 148560.64938180964 72593.5189274319, 148585.5176549821 72580.1215025041, 148641.00013260543 72576.28972844838, 148662.04846616092 72601.15010014712, 148679.27037834976 72631.76229290396, 148692.67449514352 72670.01665257814, 148715.63165480486 72670.01207153569, 148730.93062688853 72654.706204872, 148759.62494265963 72633.65660953592, 148815.10703766614 72627.90448252426, 148861.02326577943 72637.46708004794, 148880.16759011234 72669.97923884273, 148897.38759378297 72691.01967217948, 148906.96032931266 72710.15128025156, 148910.78384446053 72731.19438683393, 148916.52710525092 72740.76500085124, 148929.92855164644 72765.62689878582, 148949.06043280507 72777.10519247921, 149006.46546812163 72817.27112562687, 149010.2964704609 72834.49352824001, 149019.86209960154 72859.35619169555, 149025.60879253558 72886.13997032598, 149025.61375230114 72911.0145433892, 149027.5340217426 72943.54014125164, 149031.36235171315 72947.36007992434, 149044.75326152903 72960.74987060064, 149044.75745743944 72981.79373942688, 149044.76279803363 73008.57866372587, 149056.25122400123 73037.2716480284, 149067.72949439462 73056.40287610597, 149069.64823811673 73081.27706735255, 149073.48038301303 73104.23052369291, 149075.40217783215 73144.40752833546, 149077.32282793455 73178.84347751434, 149079.24500355177 73220.93083339836, 149081.1679428782 73266.84889356454, 149077.34571506994 73293.63458163047, 149060.1344839589 73316.59223674564, 149044.8284069717 73337.63916042657, 149029.53134280007 73362.51678670442, 149023.79304157651 73377.82074562856, 149014.22679130072 73391.21511703369, 149000.8423665584 73410.35130594787, 148997.01594302026 73416.09312511177, 148991.28145650565 73450.53060164698, 148981.72498076883 73471.57637805399, 148977.90160818794 73492.62101057428, 148979.81844322704 73507.92344209552, 148989.37911455985 73507.92153453943, 149002.76988207127 73479.22358611308, 149025.72208265457 73454.3444325208, 149039.1061265594 73433.29789239215, 149054.40572070814 73379.7349907509, 149083.0966033491 73341.4622293287, 149100.3032559129 73295.5403522558, 149107.9480943956 73243.88932912867, 149109.8519594308 73194.13980094355, 149111.7600221808 73165.44414349238, 149111.75506260607 73140.56957033789, 149111.7508667961 73119.52570145146, 149104.09038994458 73092.74230454338, 149100.25748124404 73065.95814391586, 149096.42571721462 73044.91503878578, 149088.77196378168 73010.4802335765, 149090.67215820393 72983.69492901745, 149100.23535711045 72954.997744111, 149107.87866743072 72895.6853124525, 149094.47607632753 72865.08235883771, 149082.9905585304 72809.60444863513, 149060.0227170685 72756.03918099741, 149033.23150345084 72723.51854601956, 149010.2674770652 72689.08679611818, 148985.39310085235 72671.8785945184, 148973.90543644552 72647.00631286227, 148947.1146057172 72616.40603111638, 148929.88925904996 72568.57067180017, 148899.2723858445 72545.62256060424, 148872.48193602238 72516.9326302259, 148847.5352886743 72509.60626030772, 148818.58374999347 72523.12452227925, 148795.1880553492 72516.43796057208, 148748.38908715014 72506.42545663984, 148684.86792145448 72489.72505936807, 148651.438692225 72469.6680411303, 148634.7194126994 72436.24523143435, 148611.31080416567 72406.1643709162, 148581.22244997663 72386.11668796628, 148514.37332557613 72392.81125657924, 148490.97671553463 72422.90145722532, 148490.98338283796 72456.33760366542, 148501.01958198324 72483.07051655988, 148514.39932260916 72523.1852228574, 148517.74619471395 72553.27008673106, 148531.12460103986 72586.69356305397, 148541.15188490675 72610.08586357802, 148557.5710107428 72627.5257944183))",,,,,
389,시오름조면현무암분석구,화산성퇴적층 I,"POLYGON ((145759.75467014674 72647.3376384225, 145760.48854407915 72645.86722176266, 145756.57588305965 72632.81560372724, 145756.57249872704 72615.84248502739, 145756.56963489976 72601.47984598309, 145757.86960536567 72584.51646903786, 145764.39019114888 72562.31108709087, 145764.3868087752 72545.34797023074, 145764.3836836602 72529.67509044171, 145762.16344575732 72523.46439199883, 145764.67790392652 72515.9025005704, 145766.99447419817 72508.790731346, 145770.91069764254 72498.33802895225, 145772.21275015138 72491.81657063728, 145773.51323909243 72477.45367150079, 145764.37144837365 72468.31381572317, 145755.23043944483 72463.09468035516, 145743.4835066656 72461.79678557697, 145734.34353879248 72461.7986095231, 145722.59842686233 72469.63239261624, 145718.68272196315 72482.68557281815, 145713.46366423913 72495.73901309946, 145712.1631752906 72510.10191220976, 145708.24747236967 72523.16509423719, 145701.71655148722 72534.90855550172, 145697.80805459266 72542.74077473604, 145675.61111364898 72549.27640454576, 145674.6957801578 72550.84687579144, 145678.99562490592 72561.27793492598, 145696.83108016662 72566.13526912709, 145711.4144639794 72561.27146560804, 145724.3803842186 72553.1673892989, 145738.96279680467 72543.4326907855, 145753.5484441957 72549.92097311735, 145751.93647297638 72574.22576153907, 145750.31787005207 72606.64204203873, 145750.32110082934 72622.84501922794, 145753.56589442716 72637.43705361302, 145759.75467014674 72647.3376384225))",,,,,
