chunk_id,clean_summary
10,"['조사 수행 가능 여부를 비교 및 선정하여 진행되었다. 이헌승 국방위원장은 이번 조사를 통해 병역문제에 대한 국민적 관심을 확인할 수 있었다며, 병역의 공정성 및 형평성과 국가적 이익을 모두 고려하여 빠른 시일 내에 관련 논의가 마무리 될 수 있도록 위원장으로서 최선을 다하겠다고 밝혔다. //끝. - 2 - [파일: [보도자료] 국회 국방위, NATO 의회연맹 대표단 면담 (1).txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2022. 10. 19.(수) 공보담당관실 02-6788-3655 담당 서기관 유재민 위 원 회 국방위원회 입법조사관 (02-6788-5303) 국회 국방위, NATO 의회연맹 대표단 면담 - 국방위원장을 포함한 여·야 5인의 위원과 NATO 의회연맹 대표단 간 면담 - - 2006년 한국의 NATO 글로벌 파트너국 편입 후 긴밀 협력 강화 - - 한반도 비핵화 등 한반도 정책과 한-NATO 교류협력 강화방안 등 논의 - 국회 국방위원회(위원장 이헌승)의 여·야 국방위원들(이헌승 국방위원장, 한기호·성일종·김영배·배진교 위원)은 오늘(10.19.) 오후 국회에서 마르쿠스 페레스트렐루(Marcos Perestrello, NATO 파트너십 소위원회) 및 로드리그 드뫼즈(Rodrigue Demeuse, 회복력-시민안보 소위원회)를 공동단장으로 한 NATO 의회연맹 대표단을 만나 한-NATO 교류협력 강화 등 양측의 주요 관심 사안에 대해 심도 있게 논의하였습니다. ※ NATO 의회연맹 대표단: NATO 파트너십 소위원회 및 회복력·시민안보 소위원회 소속 의원 등 20인 및 수행원(총 23인) 양측은 NATO 의회연맹의 꾸준한 대한민국 국회 방문과 대한민국 국회의 NATO 의회연맹 연례총회 및 춘계총회 참석 등을 통해 한국-NATO 의회연맹의 우호 협력관계가 보다 활발해지고 있다는 점을 확인하였습니다. 특히 2006년 한국이 NATO의 글로벌 파트너국이 된 이후부터 국방 분야에서 고위급 교류· 군사교육교류 등을 통해 한국-NATO 간 국방협력이 지속적으로 발전되어 왔다는 - 1 - 점에 공감하였습니다. 국방위원들은 최근 북한의 단거리 탄도 미사일 발사 등 한반도의 긴장고조상황과 우리 정부의 대북정책에 대해 설명하면서, 북한의 비핵화와 한반도 평화정착을 이루는 데 있어 NATO의 지속적인 관심과 지원을 당부하였습니다.']"
11,"['이에 NATO 의회연맹 대표단은 북한의 위협에 대해 우려를 표하면서도 북한의 비핵화와 한반도 안보를 위한 우리 정부의 노력을 적극 지지한다는 입장을 표명하였습니다. 끝으로, 양측은 향후에도 한국과 NATO의회연맹이 지속적인 교류협력을 통하여 국방 분야에서 우호 협력 강화를 위해 노력해 나갈 것을 합의하였습니다. 【붙 임】 NATO 의회연맹 대표단 면담 사진 1, 2 - 2 - [파일: [보도자료] 국회 국방위, NATO 의회연맹 대표단 면담.txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2022. 10. 19.(수) 공보담당관실 02-6788-3655 담당 서기관 유재민 위 원 회 국방위원회 입법조사관 (02-6788-5303) 국회 국방위, NATO 의회연맹 대표단 면담 - 국방위원장을 포함한 여·야 5인의 위원과 NATO 의회연맹 대표단 간 면담 - - 2006년 한국의 NATO 글로벌 파트너국 편입 후 긴밀 협력 강화 - - 한반도 비핵화 등 한반도 정책과 한-NATO 교류협력 강화방안 등 논의 - 국회 국방위원회(위원장 이헌승)의 여·야 국방위원들(이헌승 국방위원장, 한기호·성일종·김영배·배진교 위원)은 오늘(10.19.) 오후 국회에서 마르쿠스 페레스트렐루(Marcos Perestrello, NATO 파트너십 소위원회) 및 로드리그 드뫼즈(Rodrigue Demeuse, 회복력-시민안보 소위원회)를 공동단장으로 한 NATO 의회연맹 대표단을 만나 한-NATO 교류협력 강화 등 양측의 주요 관심 사안에 대해 심도 있게 논의하였습니다. ※ NATO 의회연맹 대표단: NATO 파트너십 소위원회 및 회복력·시민안보 소위원회 소속 의원 등 20인 및 수행원(총 23인) 양측은 NATO 의회연맹의 꾸준한 대한민국 국회 방문과 대한민국 국회의 NATO 의회연맹 연례총회 및 춘계총회 참석 등을 통해 한국-NATO 의회연맹의 우호 협력관계가 보다 활발해지고 있다는 점을 확인하였습니다. 특히 2006년 한국이 NATO의 글로벌 파트너국이 된 이후부터 국방 분야에서 고위급 교류· 군사교육교류 등을 통해 한국-NATO 간 국방협력이 지속적으로 발전되어 왔다는 - 1 - 점에 공감하였습니다. 국방위원들은 최근 북한의 단거리 탄도 미사일 발사 등 한반도의 긴장고조상황과 우리 정부의 대북정책에 대해 설명하면서, 북한의 비핵화와 한반도 평화정착을 이루는 데 있어 NATO의 지속적인 관심과 지원을 당부하였습니다.']"
12,"['이에 NATO 의회연맹 대표단은 북한의 위협에 대해 우려를 표하면서도 북한의 비핵화와 한반도 안보를 위한 우리 정부의 노력을 적극 지지한다는 입장을 표명하였습니다. 끝으로, 양측은 향후에도 한국과 NATO의회연맹이 지속적인 교류협력을 통하여 국방 분야에서 우호 협력 강화를 위해 노력해 나갈 것을 합의하였습니다. 【붙 임】 NATO 의회연맹 대표단 면담 사진 1, 2 - 2 - [파일: [보도자료] 국회 국방위, 軍 출산 육아 지원 정책 개선 간담회 (1).txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2023. 2. 15.(수) 공보담당관실 02-6788-3655 행정실장 김건식 위 원 회 국방위원회 미디어지원관 02-6788-5305 국회 국방위, 軍 출산·육아 지원 정책 개선 간담회 - 저출산 극복 및 출산 장려를 위한 군(軍) 출산·육아 지원 정책 개선 간담회 - 국회 국방위원장 한기호 위원장은 오늘(2. 15.) 오전 10시 30분 국회 국방 위원회 소회의실에서 국방부 차관, 국방부 인사복지실장, 육군 인사참모 부장, 해군 인사참모부장, 공군 인사교육차장, 해병대 인사처장 및 軍 간부 및 군무원 등과 함께 저출산 극복 및 출산 장려를 위한 정책 간담회를 가졌다. 이번 간담회는 군인 가족의 행복을 곧 대한민국 국방력 강화의 일환으로 보고, 장병들이 일·가정 균형을 이루어 행복한 삶을 영위할 수 있도록 출산, 육아에 대한‘지원 정책’,‘인사관리 제도’등 군인 맞춤형 정책을 논의하기 위해 마련됐다. 한기호 위원장은 모두발언에서 “인구절벽이라는 국가위기가 닥쳐오고 있는 현 상황을 함께 고민하고 해결해야 하며, 출산과 육아에 어려움이 있겠지만 우리 軍도 적극적으로 나서야 할 때이기에 국회 국방위원장으로서 軍과 머리를 맞대 저출산 극복과 출산 장려를 위한 제도 개선에 최선을 - 1 - 다하겠다”라고 밝혔다. 【붙 임】 군 출산·육아 지원 정책 개선 간담회(23. 2. 15.) 사진 이날 간담회에서는 ▲ 장기복무 선발 시 혜택 고려, ▲ 육아시간 확대, ▲ 출산휴가 범위 상향, ▲ 임신검진 및 자녀돌봄 휴가 제도 개선, ▲ 불임 및 난임·한부모 가정과 ▲ 장애아동에 대한 지원, ▲ 주거환경 및 당직 근무 제도 개선, ▲ 육아휴직자 업무 대체 인원에 대한 수당 증액 등이 논의되었고, 軍 간부들의 건의사항에 대해 국방부와 각 군은 향후 정책에 반영하여 일과']"
13,"['가정이 양립하는 근무환경을 조성해 나가기로 했다. //끝. - 2 - [파일: [보도자료] 국회 국방위, 軍 출산 육아 지원 정책 개선 간담회.txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2023. 2. 15.(수) 공보담당관실 02-6788-3655 행정실장 김건식 위 원 회 국방위원회 미디어지원관 02-6788-5305 국회 국방위, 軍 출산·육아 지원 정책 개선 간담회 - 저출산 극복 및 출산 장려를 위한 군(軍) 출산·육아 지원 정책 개선 간담회 - 국회 국방위원장 한기호 위원장은 오늘(2. 15.) 오전 10시 30분 국회 국방 위원회 소회의실에서 국방부 차관, 국방부 인사복지실장, 육군 인사참모 부장, 해군 인사참모부장, 공군 인사교육차장, 해병대 인사처장 및 軍 간부 및 군무원 등과 함께 저출산 극복 및 출산 장려를 위한 정책 간담회를 가졌다. 이번 간담회는 군인 가족의 행복을 곧 대한민국 국방력 강화의 일환으로 보고, 장병들이 일·가정 균형을 이루어 행복한 삶을 영위할 수 있도록 출산, 육아에 대한‘지원 정책’,‘인사관리 제도’등 군인 맞춤형 정책을 논의하기 위해 마련됐다. 한기호 위원장은 모두발언에서 “인구절벽이라는 국가위기가 닥쳐오고 있는 현 상황을 함께 고민하고 해결해야 하며, 출산과 육아에 어려움이 있겠지만 우리 軍도 적극적으로 나서야 할 때이기에 국회 국방위원장으로서 軍과 머리를 맞대 저출산 극복과 출산 장려를 위한 제도 개선에 최선을 - 1 - 다하겠다”라고 밝혔다. 【붙 임】 군 출산·육아 지원 정책 개선 간담회(23. 2. 15.) 사진 이날 간담회에서는 ▲ 장기복무 선발 시 혜택 고려, ▲ 육아시간 확대, ▲ 출산휴가 범위 상향, ▲ 임신검진 및 자녀돌봄 휴가 제도 개선, ▲ 불임 및 난임·한부모 가정과 ▲ 장애아동에 대한 지원, ▲ 주거환경 및 당직 근무 제도 개선, ▲ 육아휴직자 업무 대체 인원에 대한 수당 증액 등이 논의되었고, 軍 간부들의 건의사항에 대해 국방부와 각 군은 향후 정책에 반영하여 일과 가정이 양립하는 근무환경을 조성해 나가기로 했다. //끝. - 2 - [파일: [보도자료] 국회 국방위, 북한의 탄도미사일 도발 규탄 및 중단 촉구 (1).txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2022. 11. 4.(금) 공보담당관실 02-6788-3655 서기관 유재민 위 원 회 국방위원회 미디어지원관 (02-6788-5303)']"
14,"['국회 국방위, 북한의 탄도미사일 도발 규탄 및 중단 촉구 - 국방위원회, ‘북한 탄도미사일 도발 규탄 및 중단 촉구 결의안’ 의결 - - 북한의 도발은 9.19 군사합의와 유엔 안보리 결의 위반한 불법행위 - - 정부에 안보태세 최단시간 구축 촉구 - 국회 국방위원회(위원장 이헌승)는 최근 북한의 NLL 이남 탄도미사일 사격 및 장거리탄도미사일 발사, 그리고 연이은 포병사격 행위가 한반도의 평화와 안전을 심각하게 위협하는 중대한 도발인 동시에 남북 정상이 합의한 9.19 군사합의 위반이며, 유엔 안보리 결의를 위반한 불법 행위라고 규정하고 한 목소리로 강력히 규탄하였다. 국회 국방위원회(위원장 이헌승)는 11월 4일(금) 오전 10시 20분경 전체회의를 열어 「북한 탄도미사일 도발 규탄 및 중단 촉구 결의안」을 의결하였다. 해당 결의안은 국방위원회 여야 의원 모두의 동의로 처리되었으며 여야 구분 없이 모든 의원들은 북한의 무력도발 행위에 대해 심각한 우려를 표명하였고, 우리 정부에 대해서는 대한민국의 안보와 국민의 안전을 지킬 수 있도록 강력한 안보 태세를 최단 시간 내에 구축할 것을 촉구하였다. - 1 - 「북한 탄도미사일 도발 규탄 및 중단 촉구 결의안」 요약 대한민국 국회는 최근 북한의 NLL 이남 탄도미사일 사격 및 장거리탄도미 사일 발사, 그리고 연이은 포병사격 행위가 한반도는 물론 국제사회의 평화와 안전을 심각하게 위협하는 중대한 도발인 동시에 남북 정상이 합의한 9.19 군 사합의 위반이며, 유엔 안보리 결의를 위반한 불법 행위라고 규정하고 이를 강력히 규탄함. 또한, 대한민국 국회는 대한민국 정부가 북한의 핵·미사일 위협으로부터 대 한민국의 안보와 국민의 안전을 지킬 수 있도록 강력한 안보 태세를 최단 시 간 내에 구축할 것을 촉구하며, 북한이 불법적인 도발 행위를 중단하고 한반 도 긴장 완화를 위한 대화와 비핵화 협상에 응하도록 하기 위한 모든 노력에 박차를 가할 것을 촉구함. 이헌승 국회 국방위원장은 “수백만 명의 북한 주민들이 식량난에 고통받고 있는 상황은 아랑곳하지 않고 한반도와 국제사회에 대한 위협을 고조시키고 있는 북한을 강력히 규탄”한다면서 “정부에 대해서는 북한 비핵화를 평화 적으로 이루기 위한 보다 효과적이고 실질적인 모든 외교적 노력을 다해줄 것”을 촉구하였다. 【붙 임】 북한 탄도미사일 도발 규탄 및 중단 촉구 결의안(전문) - 2 -']"
15,"['북한 탄도미사일 도발 규탄 및 중단 촉구 결의안 대한민국 국회는 최근 북한의 NLL 이남 탄도미사일 사격 및 장거리탄 도미사일 발사, 그리고 연이은 포병사격 행위가 한반도는 물론 국제사회의 평화와 안전을 심각하게 위협하는 중대한 도발인 동시에 남북 정상이 합 의한 9.19 군사합의 위반이며, 유엔 안보리 결의를 위반한 불법 행위라고 규정하고 이를 강력히 규탄한다. 북한은 금년들어 11월 4일 현재까지 총 34차례 81발의 탄도미사일 도발 을 자행했으며, 최근에는 9.19 군사합의에 의한 동ㆍ서해 해상완충구역에 1,100여발 이상의 포병사격을 가하며 9.19 군사합의를 정면으로 위반했다. 특히 11월 2일에는 분단 이후 사상 처음으로 동해 북방한계선(NLL) 이남 26km, 속초 동방 57km 위치에 탄도미사일을 탄착시키는 등 도발의 수위 와 강도를 높이는 동시에 7차 핵실험까지 준비하고 있는 것으로 알려졌다. 이에 대한민국 국회는 북한의 거듭된 탄도미사일 발사, 포병사격 등의 도발 행위를 규탄하고, 일체의 군사도발과 7차 핵실험 준비를 즉각 중단하 고 비핵화 협상의 길로 나올 것을 촉구하기 위해 다음과 같이 결의한다. 1. 대한민국 국회는 북한의 연이은 탄도미사일 도발 및 포사격 도발이 9.19 군사합의는 물론 유엔 안보리 결의를 정면으로 위반하고 한반도 및 세계평화를 위협하는 중대한 불법행위로서 강력히 규탄하는 동시에 북한 -- 33 -- - 4 - 당국이 이를 즉각 중단할 것을 촉구한다. 2. 대한민국 국회는 북한이 탄도미사일 발사 등의 도발을 지속할 경우, 국 제적 고립과 자멸을 초래해 김정은 정권의 생존도 유지하기 어려울 것으 로 확신하며 향후 발생하는 모든 사태의 책임은 북한 당국이 져야 함을 엄중히 경고한다. 3. 대한민국 국회는 북한이 도발을 하면 할수록 한미동맹이 이완되기는 커 녕 오히려 더 공고하게 다져진다는 현실을 직시하고 즉각 비핵화와 한반 도 평화 정착을 위한 협상에 나설 것을 촉구한다. 4. 대한민국 국회는 대한민국 정부가 북한의 핵·미사일 위협으로부터 대한 민국의 안보와 국민의 안전을 지킬 수 있도록 강력한 안보 태세를 최단 시간 내에 구축할 것을 촉구한다. 5. 대한민국 국회는 대한민국 정부가 북한이 불법적인 도발 행위를 중단하 고 한반도 긴장 완화를 위한 대화와 비핵화 협상에 응하도록 하기 위한 모든 노력에 박차를 가할 것을 촉구한다. - 4 -']"
16,"['[파일: [보도자료] 국회 국방위, 북한의 탄도미사일 도발 규탄 및 중단 촉구.txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2022. 11. 4.(금) 공보담당관실 02-6788-3655 서기관 유재민 위 원 회 국방위원회 미디어지원관 (02-6788-5303) 국회 국방위, 북한의 탄도미사일 도발 규탄 및 중단 촉구 - 국방위원회, ‘북한 탄도미사일 도발 규탄 및 중단 촉구 결의안’ 의결 - - 북한의 도발은 9.19 군사합의와 유엔 안보리 결의 위반한 불법행위 - - 정부에 안보태세 최단시간 구축 촉구 - 국회 국방위원회(위원장 이헌승)는 최근 북한의 NLL 이남 탄도미사일 사격 및 장거리탄도미사일 발사, 그리고 연이은 포병사격 행위가 한반도의 평화와 안전을 심각하게 위협하는 중대한 도발인 동시에 남북 정상이 합의한 9.19 군사합의 위반이며, 유엔 안보리 결의를 위반한 불법 행위라고 규정하고 한 목소리로 강력히 규탄하였다. 국회 국방위원회(위원장 이헌승)는 11월 4일(금) 오전 10시 20분경 전체회의를 열어 「북한 탄도미사일 도발 규탄 및 중단 촉구 결의안」을 의결하였다. 해당 결의안은 국방위원회 여야 의원 모두의 동의로 처리되었으며 여야 구분 없이 모든 의원들은 북한의 무력도발 행위에 대해 심각한 우려를 표명하였고, 우리 정부에 대해서는 대한민국의 안보와 국민의 안전을 지킬 수 있도록 강력한 안보 태세를 최단 시간 내에 구축할 것을 촉구하였다. - 1 - 「북한 탄도미사일 도발 규탄 및 중단 촉구 결의안」 요약 대한민국 국회는 최근 북한의 NLL 이남 탄도미사일 사격 및 장거리탄도미 사일 발사, 그리고 연이은 포병사격 행위가 한반도는 물론 국제사회의 평화와 안전을 심각하게 위협하는 중대한 도발인 동시에 남북 정상이 합의한 9.19 군 사합의 위반이며, 유엔 안보리 결의를 위반한 불법 행위라고 규정하고 이를 강력히 규탄함. 또한, 대한민국 국회는 대한민국 정부가 북한의 핵·미사일 위협으로부터 대 한민국의 안보와 국민의 안전을 지킬 수 있도록 강력한 안보 태세를 최단 시 간 내에 구축할 것을 촉구하며, 북한이 불법적인 도발 행위를 중단하고 한반 도 긴장 완화를 위한 대화와 비핵화 협상에 응하도록 하기 위한 모든 노력에 박차를 가할 것을 촉구함. 이헌승 국회 국방위원장은 “수백만 명의 북한 주민들이 식량난에 고통받고 있는 상황은 아랑곳하지 않고 한반도와 국제사회에 대한 위협을 고조시키고']"
17,"['있는 북한을 강력히 규탄”한다면서 “정부에 대해서는 북한 비핵화를 평화 적으로 이루기 위한 보다 효과적이고 실질적인 모든 외교적 노력을 다해줄 것”을 촉구하였다. 【붙 임】 북한 탄도미사일 도발 규탄 및 중단 촉구 결의안(전문) - 2 - 북한 탄도미사일 도발 규탄 및 중단 촉구 결의안 대한민국 국회는 최근 북한의 NLL 이남 탄도미사일 사격 및 장거리탄 도미사일 발사, 그리고 연이은 포병사격 행위가 한반도는 물론 국제사회의 평화와 안전을 심각하게 위협하는 중대한 도발인 동시에 남북 정상이 합 의한 9.19 군사합의 위반이며, 유엔 안보리 결의를 위반한 불법 행위라고 규정하고 이를 강력히 규탄한다. 북한은 금년들어 11월 4일 현재까지 총 34차례 81발의 탄도미사일 도발 을 자행했으며, 최근에는 9.19 군사합의에 의한 동ㆍ서해 해상완충구역에 1,100여발 이상의 포병사격을 가하며 9.19 군사합의를 정면으로 위반했다. 특히 11월 2일에는 분단 이후 사상 처음으로 동해 북방한계선(NLL) 이남 26km, 속초 동방 57km 위치에 탄도미사일을 탄착시키는 등 도발의 수위 와 강도를 높이는 동시에 7차 핵실험까지 준비하고 있는 것으로 알려졌다. 이에 대한민국 국회는 북한의 거듭된 탄도미사일 발사, 포병사격 등의 도발 행위를 규탄하고, 일체의 군사도발과 7차 핵실험 준비를 즉각 중단하 고 비핵화 협상의 길로 나올 것을 촉구하기 위해 다음과 같이 결의한다. 1. 대한민국 국회는 북한의 연이은 탄도미사일 도발 및 포사격 도발이 9.19 군사합의는 물론 유엔 안보리 결의를 정면으로 위반하고 한반도 및 세계평화를 위협하는 중대한 불법행위로서 강력히 규탄하는 동시에 북한 -- 33 -- - 4 - 당국이 이를 즉각 중단할 것을 촉구한다. 2. 대한민국 국회는 북한이 탄도미사일 발사 등의 도발을 지속할 경우, 국 제적 고립과 자멸을 초래해 김정은 정권의 생존도 유지하기 어려울 것으 로 확신하며 향후 발생하는 모든 사태의 책임은 북한 당국이 져야 함을 엄중히 경고한다. 3. 대한민국 국회는 북한이 도발을 하면 할수록 한미동맹이 이완되기는 커 녕 오히려 더 공고하게 다져진다는 현실을 직시하고 즉각 비핵화와 한반 도 평화 정착을 위한 협상에 나설 것을 촉구한다. 4. 대한민국 국회는 대한민국 정부가 북한의 핵·미사일 위협으로부터 대한 민국의 안보와 국민의 안전을 지킬 수 있도록 강력한 안보 태세를 최단']"
18,"['시간 내에 구축할 것을 촉구한다. 5. 대한민국 국회는 대한민국 정부가 북한이 불법적인 도발 행위를 중단하 고 한반도 긴장 완화를 위한 대화와 비핵화 협상에 응하도록 하기 위한 모든 노력에 박차를 가할 것을 촉구한다. - 4 - [파일: [보도자료] 국회 국방위, 유럽의회 대표단 면담 (1).txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2022. 12. 19.(월) 공보담당관실 02-6788-3655 담당 서기관 유재민 위 원 회 국방위원회 입법조사관 (02-6788-5303) 국회 국방위, 유럽의회 대표단 면담 - 이헌승 국방위원장을 포함한 여·야 6인의 위원과 유럽의회 안보국방분과위원회 대표단 간 한-EU 국방분야 교류협력 강화방안 등에 대한 논의 - 국회 국방위원회(위원장 이헌승)의 여·야 국방위원들(이헌승 국방위원장, 김병주·설훈·안규백·한기호․김영배 위원)은 오늘(12. 19.) 오후, 국회에서 루카스 만들(Lucas Mandl) 유럽의회 의원을 단장으로 한 유럽의회 안보국방분과위원회 대표단을 만나 한-EU간 국방분야 교류협력 강화 등 양측의 주요 관심 사안에 대해 심도 있게 논의하였다. 양측은 양측 의회의 꾸준한 상호 방문 등을 통하여 대한민국과 EU간의 우호 협력관계가 갈수록 강화되고 있으며, 특히 국방분야의 경우 기존 NATO 중심으로 이루어졌던 한국과 유럽국가 간의 교류협력 이외에 추가로 한-EU 간의 교류협력 강화 필요성에 대해 상호 공감대를 형성하였다. 이헌승 국방위원장은 지난 11월 한-아세안 정상회의를 계기로 윤석열 대통령이 - 1 - 발표한 우리의 인태전략에 대해 EU측에 설명하면서 대한민국이 한반도를 넘어 인도 태평양지역에서 책임 있는 국가로서의 역할을 해 나갈 것임을 천명하였으며, 2030 부산 엑스포 유치의 필요성에 대해서도 유럽의회 대표단에 설명하였다. 또한, 양측은 러시아의 우크라이나에 대한 침공은 국제 평화와 자유 민주주의에 대한 심각한 위협이라는 것에 인식을 같이 하면서, 한국과 EU간의 협력이 더욱 강화될 필요가 있다는 점에 대해 공감대를 형성하였다. 끝으로, 양측은 사이버 안보 분야가 향후 전세계가 직면하게 될 새로운 안보 위협 분야가 될 것이라는 점에 공감하면서, 향후에도 한국-유럽의회간 지속적인 교류협력을 통하여 사이버 안보 분야에 대한 공동 대응 방안을 마련하는 것에 대해 논의하였다. //끝.']"
19,"['【붙 임】국방위원들과 NATO 의회연맹 대표단 간 면담 사진 1, 2 - 2 - [파일: [보도자료] 국회 국방위, 유럽의회 대표단 면담.txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2022. 12. 19.(월) 공보담당관실 02-6788-3655 담당 서기관 유재민 위 원 회 국방위원회 입법조사관 (02-6788-5303) 국회 국방위, 유럽의회 대표단 면담 - 이헌승 국방위원장을 포함한 여·야 6인의 위원과 유럽의회 안보국방분과위원회 대표단 간 한-EU 국방분야 교류협력 강화방안 등에 대한 논의 - 국회 국방위원회(위원장 이헌승)의 여·야 국방위원들(이헌승 국방위원장, 김병주·설훈·안규백·한기호․김영배 위원)은 오늘(12. 19.) 오후, 국회에서 루카스 만들(Lucas Mandl) 유럽의회 의원을 단장으로 한 유럽의회 안보국방분과위원회 대표단을 만나 한-EU간 국방분야 교류협력 강화 등 양측의 주요 관심 사안에 대해 심도 있게 논의하였다. 양측은 양측 의회의 꾸준한 상호 방문 등을 통하여 대한민국과 EU간의 우호 협력관계가 갈수록 강화되고 있으며, 특히 국방분야의 경우 기존 NATO 중심으로 이루어졌던 한국과 유럽국가 간의 교류협력 이외에 추가로 한-EU 간의 교류협력 강화 필요성에 대해 상호 공감대를 형성하였다. 이헌승 국방위원장은 지난 11월 한-아세안 정상회의를 계기로 윤석열 대통령이 - 1 - 발표한 우리의 인태전략에 대해 EU측에 설명하면서 대한민국이 한반도를 넘어 인도 태평양지역에서 책임 있는 국가로서의 역할을 해 나갈 것임을 천명하였으며, 2030 부산 엑스포 유치의 필요성에 대해서도 유럽의회 대표단에 설명하였다. 또한, 양측은 러시아의 우크라이나에 대한 침공은 국제 평화와 자유 민주주의에 대한 심각한 위협이라는 것에 인식을 같이 하면서, 한국과 EU간의 협력이 더욱 강화될 필요가 있다는 점에 대해 공감대를 형성하였다. 끝으로, 양측은 사이버 안보 분야가 향후 전세계가 직면하게 될 새로운 안보 위협 분야가 될 것이라는 점에 공감하면서, 향후에도 한국-유럽의회간 지속적인 교류협력을 통하여 사이버 안보 분야에 대한 공동 대응 방안을 마련하는 것에 대해 논의하였다. //끝. 【붙 임】국방위원들과 NATO 의회연맹 대표단 간 면담 사진 1, 2 - 2 - [파일: [보도자료] 국회 국방위, 전임 한미연합사령관 3인 면담 (1).txt] 보 도 자 료 보도일시 배포 즉시 보도']"
20,"['배포일시 2022. 10. 26.(수) 공보담당관실 02-6788-3655 담당 서기관 유재민 위 원 회 국방위원회 입법조사관 (02-6788-5305) 국회 국방위, 전임 한미연합사령관 3인 면담 - 국방위원장을 포함한 여·야 7인의 위원과 전임 한미연합사령관 3인 면담 - 국회 국방위원회(위원장 이헌승)의 여·야 국방위원들(이헌승 국방위원장, 김병주·신원식·성일종·임병헌·김영배·배진교 위원)은 오늘(10.26.) 오후, 국회에서 한미동맹재단 초청으로 내한한 빈센트 브룩스, 커티스 스카파로티, 로버트 에이브람스 전(前) 한미연합사령관 등을 만나 한미동맹과 북핵 문제 등 양측의 주요 관심 사안에 대해 심도 있게 논의하였다. 이헌승 국방위원장은 인사말에서 한미동맹은 한반도는 물론 동북아와 전세계의 평화와 안정을 유지하는 중추적인 역할을 충실히 수행해 왔다고 평가하며, 한반도를 둘러싼 안보정세가 그 어느 때보다 엄중한 지금, 한미동맹의 중요성은 갈수록 커지고 있다고 강조하였습니다. 또한, 이헌승 국방위원장은 국방에는 여야가 없다는 국방위원회의 격언을 인용하며, 동북아와 세계 평화를 위해서는 한(韓)미(美)가 따로 없으며, 북핵 문제 등 한반도의 평화와 안정을 위해서는 한국과 미국이 한마음으로 함께 대응해 - 1 - 나가는 것이 필요하다고 강조하였습니다. 빈센트 브룩스 전 한미연합사령관은 6.25 전쟁 휴전 이후 한국에서 전사한 92명의 미국군에 대한 기념비 건립을 위해 대한민국 국회에서 지원해 줄 것을 부탁했고, 참석한 국방위원들은 이에 대해 적극 지원하겠다는 의사를 표명 하였습니다. 김병주 국방위원회 민주당 간사위원은 전임 한미연합사 부사령관으로서 국방위원회 위원 자격으로 오늘 같이 근무했던 한미연합사령관들을 만나게 되어 감회가 새롭다고 말하며, 한미동맹의 발전을 위해 최선의 지원을 다하 겠다고 밝혔습니다. 또한, 전임 한미연합사령관과 함께 국회를 방문한 정승조 한미동맹재단 회장은 3인의 전임 한미연합사령관이 동시에 한국을 방문한 것은 이번이 처음이며, 2011년부터 2018년까지 한미연합사령관으로 근무하였던 3명이 국회를 찾은 것이라는 의미를 설명하였습니다. 양 측은 그 외 북핵 문제와 주한미군전우회에 대한 지원 강화 문제 등에 대해서도 심도 있는 의견을 교환하였습니다. 이헌승 국방위원장은 마지막으로 오늘 면담을 통해 향후 한미동맹이 더욱 발전되고 견고해 질수 있기를 희망한다고 밝혔습니다.//끝.']"
