source,text,doc_name,chunk_id
국방부_정책자료,"| 국방개혁 관련 법령 ㄱㄱ Le Le e 국방개혁에 관한 HS 제정 : 법률 제8097호(2006.12.28.) e 국방개혁에 관한 법률 시행령 제정 : 대통령령 제19961호(2007.3.27.) * 국방개혁 추진 규정 제정 : 국방부훈령 제853호(2008.1.10.) 간 및 기간 만료시점에 한미동맹의 발전, ; 세 및 국방개혁 추진실적을 석ㆍ평가하여 。국방개혁 기본계획"" 에 반영 uo 기본계획 수립 — “21Ml7| 선진국방""을 위해 국방의 문민기반 St 군 전투임무수행 전념, 현대전 양상에 부합된 군구조 /전력체계 구축, 저비용ㆍ고효율의 국방관리체제 혁신, 시대상황에 부응하는 병영문화를 획기적으로 개선 r z| = “정예화된 선진 강군"" 육성을 위해 미래지향적인 선진 국방역량을 안보 / 국방환경 변화에 Ete: 실용적인 국방개혁으로 보완 J tal 10 Hu 모 = nat +> 32 iH J ""다기능 ㆍ고효율의 선진국방 구현"" 을 위해 한반도 작전환경에 부합하는 고효율의 선진 국방운영체제 구축 러싼 안보 ㆍ국 ㅇㅇ 8 안보정세 전망 미국이 주도하는 국제질서에서 신흥강국의 부상으로 국제정치의 구조적 변화가 진행 중인 가운데 국가 이익 및 영향력 확대 경쟁과 군사력 현대화, 군비경쟁이 가속화되고 있습니다.",14-30.txt,21
국방부_정책자료,이러한 전략 환경 변화에 부합하는 우리의 대비소요가 증가하고 있습니다.,14-30.txt,22
국방부_정책자료,"~ 병력: 약150만 주요무기 : on 별 국방비: 약7, 전력증강 : 태평양사 전력증강 등 전투(쪽기 348 등 : 약 584억 달러 : MD 구축, 『-35 도입, 이지스 능력 향상 등 PART 1 국방개혁 기본계획 2014~2030 0 [에 , 체제 안정화를 위해 다양한 방법으로 대남 위기를 지속적으로 조장하고 있습니다.",14-30.txt,23
국방부_정책자료,체제 유지와 국면전환을 위한 도발 가능성이 상존하기 때문에 이에 대응할 수 억제전력을 갖추어야 합니다.,14-30.txt,24
국방부_정책자료,"rot 30 Ht > Hr i | Jk [|0 & Tlo 네트워크 발전으로 감시 ㆍ결심ㆍ타격의 반응시간이 단축되고, 초정밀 무기체계의 발달로 병력위주 군대의 효율성이 상대적으로 감소하고 있으며, 세계 군사선진국은 군사혁신을 통해 새로운 패러다임에 적응해 가고 있습니다.",14-30.txt,25
국방부_정책자료,"출산율 저하에 따른 병역자원의 감소로 양적 군구조 유지에 한계가 있으며, 국민의 복지 요구 점증으로 적정 국방비의 안정적 확보에 어려움이 예상됨에 따라 부대규모 축소 및 정예화가 불가피합니다.",14-30.txt,26
국방부_정책자료,"개 Tor 적 | 국방개혁 기본계획(2014^~2030) 기본방향 = = eS: 혁신 ㆍ창조형의 「정예화된 선진강군」 육성 * 단 -중기적으로 북한 위협에 대비한 SAS 우선 확보하고, 장기적으로 통일 시대를 준비하면서 잠재적 위협에 대비한 방위역량을 강화합니다.",14-30.txt,27
국방부_정책자료,"* 현재 및 미래 안보환경의 변화를 주도하고 능동적으로 새로운 위협에 대처할 수 있는 혁신 ㆍ창조형의 '정예화된 선진강군, 을 육성합니다 『 중점 *군구조 개혁 분야 의 비대칭, 국지모발 및 전면전 위협에 동시 대비가 가능한 SAS 구비하고, 병역자원 감소에 따라 정예화된 병력구조로 개선하겠습니다.",14-30.txt,28
국방부_정책자료,"첨단전력을 증강하여 단위부대의 작전능력을 향상시키고, 제대별 책임지역 확장에 따른 부대 수와 HPS 조정하겠습니다.",14-30.txt,29
국방부_정책자료,네트워크 중심 작전환경에 적합하도록 중간 지휘제대를 적정화하고 간소화하겠습니다.,14-30.txt,30
국방부_정책자료,"> 것 고 EJ 10 Hol [모 버 = i ro Ju Ho 0요 mo 에 내 [것 4m ju lo oN ㅣ 해 EI on 1279 Po 고 고 re hilo HM ou @ 선진 정예강군 육성 ※ 국방환경 및 전쟁수행 패러다임의 변화에 능동적으로 대처가능한 군구조로 개편 한반도 작전환경에 부합하는 작전수행체계를 구축하고, ee . 동성을 강화하기 위해 합참을 개편하겠습니다.",14-30.txt,31
국방부_정책자료,= 고 = 합참 내에 미래사령부 조직을 편성하여 전시작전통제권 전환 시 연합 지휘역량을 강화하겠습니다.,14-30.txt,32
국방부_정책자료,|참 개편은 전시작전통제권 전환시기와 연계하여 추진하겠습니다.,14-30.txt,33
국방부_정책자료,"ol 피 4) 작전지휘(00001:008200100017270]:직전임무수행을위하여지휘관이예하부대에행사하는권한으로서작전수행에필요한자원의획득 및비촉,사용등의 AAS 통제 전투편성(예속 배속,지원,작전동제, 임무부여 목표의지정및임무수행에 필요한지시등의권한을의미함. 5) ZB (Military Command): 국방목표 달성을 위하여 군사력을 운용하는 용병기능으로서 군사전략기획, 군사력 건설에 대한 소요결정 12 및작전계획의 수립과 작전부대에 대한 작전지휘 및 운용, 합동작전능력 강화를 위한 훈련, 교육, 전비태세검열 등을 의미함. veo, 때 께 뻐 분 Bi Fe Bre 7 a oad #0 이 N a 건 개 oO GY 이 N wo oll 50 Ti a a se) 08 oO oO Ww oO 40% 31.7% 에 따라 각 군별 간부비율을 40% = (%) 40 츠 = 상 유지 * 상비병력 감 이 28,9 % 20 |여 숙련도와 로 간부 증원 ㅇ 즈 도울 나 편과 연계 직위에 부사관 위 ㆍ기술집약형 군구조 개 = 전문성이 요구되 t AIC] ac Ea 417 '12년 | 부대구조 개편 네트워크 중 공세적 통합 개편하겠습니다.",14-30.txt,34
국방부_정책자료,"<현재> <개편> 1군사 32 2작전사 | 수방사 > | 지작사 Ei 4S 군단 군단 특전사 지역군단 | 기동군단| 를 득전사 | 항작사 렬 항공사 | 유도탄사 를 미사일사 | 6) 네트워크 중심 작전환경(4 네트워크화하여 전장상황을 공유함으로써 효과중심의 동시ㆍ통합작전 수행을 보장하여 전투력 PART 2 국방개혁 기본계획 2014~ a 군단 중심의 작전수행체계 구축 지상작전의 최상위 전술부대로서 독립작전 수행이 가능하도록 개편 미래 군단은 현재 야전군사령부의 역할을 수행하기 위해 참모부 기능 보강 공군 ASOC 편성으로 다화력전 수행능력 강화 항공단 ㆍ방공단ㆍ군수지원 여단으로 편성하여 전투(근무)지원능력 향상 전장영역 확대에 따라 감시 ㆍ결심 ㆍ타격능력을 구비하기 위해 전력 증강 = 차기군단 UAV (영상ㆍ전자전) 현재 군단 작전 지역 Deas , i Le OO) svn et 작전 지역 년 개 & 표적 지역 군단 지휘소, ASOC <개편> ul ul Rd RA OME 00 ro) | iN 임무 확대에 따라 대사(3) 전 + | Ke 어그 AZZ 고 해 져 + mw FF TH a 원 띄 es 양정보단 } t 개편 <현재> 해 4 |특 해 브 부 강 중, ut [기 해 | Fp 전 기동전단 령 rl 력 WA f—! 조 | 함대사(3) 잠 부대구 Pas ees -국랑캐와 기몬케의 2014-2030 비대칭위협에 대응하고, 국제평화유지 활동 SS 위해 확대 개편 한 항공작전 임무 확대에 따라 개편 를 2 ~ 뽀 a 부대구조 개편 <현재> <개편> 해병대사/서방사 | | | | ust oat | oot gay P 상지단 | 교훈단 (해군예하) (제주부대) a 제9해병여단(제주부대) 창설 * 해군 제주방어사령부 해체에 따라 제주도 내 지상작전 및 통합방위작전 수행 PART 2 2014-2030 x 혁 기본계 국방개 편 |여 개 ㅇ 과 연계 20 | 방공유도탄사 <현재> <개편> 공군 공군 | 작전사 | 교육사 | 군수사 」직할부대 작전사 ㅣ 교육사 | 군수사 직할부대 ㄴㄴ 전투사0) | 방공관제사 방공관제사 i 위성감시통제대 | 36전술항공통제전대 — ： 37전술정보전대 a 전술항공통제단 창설 7) ASOC(Air Support Operations Center, 항공지 : ㅎㅎ 작전 임무를 계획, 지시, 통제 및 조정하는 기구 |원작전본부) : 지상군 ㆍ해군을 지원하기 위해 근접항공지원 및 기타 항공지원 ASH 임무 수행 a 위성감시통제대 창설 전자 광학위성감시체계 전력화와 연계하여 = 주요 전력 21 x0 고 퍼 ral !어 <u _ KT = ® an: 고 내 0 는 <0 ulo Ea <0 ve K [내 ""에 고 rt Re ok jo 00 tt x ORT yo 10° 40 gt Wai wig 후 전 2 i xl 물 a 0 400 ww 에 리피 i lo. 0 m OE Om 을 히 0 Ze iol 30 a sh 0 그 40 륙 aK ug 50 2 am aS OE 도배 = 을 ® Rg a i 고 il} — a 이 Mz ne 개개 북 한도 ze vis ar > x OOF 00g = a. ~ 7 wm 그 or = = = 10 1 > Fr eee 제 2 < & er 를 매 두 으 1 S 해구 = Ger mH 줍 00 0 iol 109 =H $ il 2 i 그 권 ilo ral 퍼 wo |W a Koo 4 x 주 eR ae iat 그 us Nil 더 Zs SH 고 @ 주 pow 많 중 ㆍ + lo =<: foe 뿐 ai (OF do 버 BS 국써 0 껄 HO if a 에 0 도 야 Ho om 굴 zm! fk 00 Mo 00 Be 101 끄 fl i 을 고 ye 00 S ay f mee × gt are iad Ky 0 m RIS 피즈 IK K * = iol KIO * KJ KO 104 ° e * FO 는 !어 10 때 m0 ＊ pal ; il 10 is KO = Rd 1 A 위성 = Kill Chain® 능력 구축 / / a ™ J * 519] 비대칭 위협(핵, 미사일 Soll 대응할 수 있는 @ 탐지 식별 Ra) (@ 결심 @ 타격 전력 구비 * 위성, 무인항공기(44\/), 미사일 전력 등 를 타격지시 르프 > 도 ^ 지대지미사일 = a SS 함대지/잠대지미사일 ER 2227 1FiND Atel FIX 6 판단결심 TARGET WH 디격 ENGAGE 0 _. = KAMD® 능력 구축 i ¥ @ . 이 발사한 미싸일이 우리의 영토에 도달하기 전에 요격할 수 있는 미사일방어체계 구축 * 탄도탄조기경보레이더 ㆍ직전통제소, 패트리어트 등 = a 3.패트리어트 = 이지스함 os eae 조기경보 자산에 의한 발사된 적 탄도탄 탐지 3 패트리어트 등으로 요격 8) Kill Chain : 적 이동식 발사대 등 주요 핵심 9) KAMD(Korea Air and Missile Defense) 하층방어 위주'의 미사일 방어 체계 복무여건 개선으로 인사관리제도 개선 예비 전력 정예화 동원체제 개선 및 력 강화 ou oo 및 사이버전 대 ㆍ국방과학기술 발전 ㆍ 군 복지 향상 및 장병 복무 여건 개선 25 @ 사단별로 중대급 마 으로써 야전부대의 군에서 소요되는 ㅇ @ 대학과 연계 c= Tor ol fol 656 12개교 450명 20개교 600여 명 [ ^ — N\A SZ — Was! Sn WL SS <a a \ a Bas ~ Nea 성 AIDS 위해 여군 확보목표를 조기에 달성'""하고, 여 과를 확대하는 등 제도적 기반 마련 군 장교/ 부사관 포병, 기갑, 방공, 군종(장 장교 군종 해 군 yy 갑판 병기 사통 유도, 전자, = 전기, 보수, 내기, 내연 해병대 장교/ 부사관 포병, 기갑 공 군 장교 군종 -ㄱㄴㄴ @ 초급장교 및 부사관의 장기복무 선발비율을 확대하고 부사관 AS 다단계화 (4계급 > 5계급)함으로써 정원구조 개선 하사 중사 상사 원사 현사 <신설> Ss Z ~ <” -특기체계 개선으로 직업성 보장과 전문성 활성화로 병 복무기간 단축 여 J <>) 4 wa MEH Sash 화하겠습니다패 동원즉시 전투력 발휘 및 전쟁지속능력 WARS 위한 동원체제 개선 소 연평도 포격도발 등과 같이 예측하기 어려운 북한의 위협에 적시적으로 대처하고 확전 방지를 위하여, 평시 긴요 전력을 즉각 동원할 수 있도록 관련 법령 정비 동원즉시 최상의 전투력을 발휘할 수 있도록 평시 예비군자원 관리와 교육훈련체계 보강 * 현재 : 13개 행정구역 단위 =: 개선 : 2개 권역(수도 ㆍ강원권, 기타지역) * 동원간부 별도 미적용 > 동원간부 예비군 비상근 복무제도(시험 적용 후 점진적 확대) 현대전의 전장 실상을 고려하여 전방지역에서 대규모 전투력 손실 발생 시 후방에서 창설한 부대를 병력+장비+교육훈련까지 『080<896하여 대대단위로 집단 보충하는 방법 도입 fe) BAA 예비군에게 ABLE HS 무기 조기 교체 * 현재 : M16 + 칼빈 소총 > 개선 : K2 + M16 소총 @ 예비군훈련을 전 과학화 훈련장 설치, 미래 존 담하는 208 전장에 부합하는 실전적 으로 정예화 1 장비와 물자확보 부족한 전 합 HSS 44개의 여단단위로 통 전적 정예 예비군 육성 개의 연대단위 훈 69007 《시가지전투훈련시스템센서 Faz Fez foro ※ 군수지원체계를 FAM One-stop 체계로 단축 6 ZARA 단계를 축소하고, 자동인식 as 모바일 기술을 이용한 군수통합정보체계 I ft 기비 | 2 ed 를 구축하여 사용자 중심 One-stop 여 a i 지원체계 정립 6 my <a (Be | * 피복 ㆍ장구류, 건설자재, 수리부속 보급단계 : =사30542 [ 국방군수통합정보체계 | \ eaten 4^~5단계 4] > 2^~3단계 저장 / 불줄정보 t rt 미동정보 연동 ㆍ 88a) eae Sain 있는 정제 ow —— — — — 『 전투근무지원 분야 민간자원 활용 확대 군수 eC 그 = ㆍ복지ㆍ시설분야에서 민간자원을 활용하여 인력 절감, 업 = 점진적 ai 활용한 야전정비지원센터 조성 등 ㅇㅇ a 군사시설 재배치 Bp °- = oy 머 또 ㅣ | A,B,C HCH > 04] 설치 단지 SAYS 4 * 후 편 fet 이동 시 주만 치 c as 대 이 브 T 련장과 *훈 격 Hl t 화 !사는 4 mo * 국방획득체계를 개선하고, 국방과학기술 SHS 향상시키며, <방위산업 수출 추이> a 국방 획득체계 개선 및 ADD 육성 * 국방부와 방사청의 무기체계 획득 기능 조정, 방위력 즈 = * ADDE 세계적 국방과학기술 연구기관으로 육성하여 무인기, 로봇 등 첨단무기를 독자적 개발 추진 첨단무기 개발을 위한 국방 R&D 투자 확대 * 방위사업법 등 관련 법 개정 추진, 국방 RD 예산 점진적 확대 등 a 전력지원체계 발전 및 방위산업 활성화 0 전력지원체계 전문 연구기관 설립, 체계적인 전력지원체계 개발 + 산학 연과 연계, 전력지원체계 연구 개발을 주도적으로 수행 뽀 oe 방산강소기업 육성, 수출 인프라 확대 등 방산지원 강화 * 방산강소기업 10개 선정('14^~~18) 지원 및 판매제도 개선, 기술료 감면 확대 등 : oe Mey NETWORK SEARCH ~ 나 | 2 Rate eee! 2014-2030 * 사이버 공간을 영토, 영해, 영공에 이어 국가가 수호해야 할 LE 하나의 전장영역으로 인식하여 사이버전을 수행할 수 있도록 체계와 교리 정립, 관련 법령 정비 © 민간대학에 사이버 국방학과를 운영, 사이버 전문인력의 안정적 확보 국방 사이버 안보 종합발전계획 수립, 사이버 위협 대응능력 강화 네트워크 영역 | PC, 서버 등 해킹공격 © wayy | 기밀자료탈취, 통치권 5: 공격여건 조성 :정치기반 gS) — *의사결정체계 떼스 심리공격 시르 Bes zicial 약화 se DD aves BASS | weezy, 사회기반 기반시설 공격 [~ 금융,교통등ㅣ 전쟁지속력 약화 ㆍ질서/경제 등 a 정보통신기반 7 체계 Vy oh 060 Bae) 병영 내 문화사 rel 마트시설 개선, 병영 내 후회 @ 군의 노 = 10 rl 군 복무의욕 제 일자리 확 한 @ 전역군인에 대 <I a TW a Hl, 0 $ i <| 0 < 5 K xz Kq "" 홈 개 하드 HH = 내 Kio oF = 펜 8 Ki TH 톰 Nn 개 5 2 nie 더 개 © ㅇ 내 xz a 004 교 0 = in <i 매 vot = yO pal Sq Kr 쁘 m TH of 다 7 40 = = ilo. 개몰 위 = wo OH ofr 40 01 Kod . Nok 72 il 70 = Zl 27 습 104 Bol 도 a #0 JF 9! x0 x1 된 2 Kl a x0 x 불패 취 RO io 없 ro 이 101 ol KY go 2 RC XI Boy K me 지티 2 주 Pw NR 죠스 그 zx 이 W RO 고 wo 워 프 xt Bll Kd <r KO io! BR KW 40 slo my 포머 om oa BS = ol 영 자 정 군 u 0 의무지 zl = 군 군 으으 — Pepe Esc amt 3 3 Ral Vit alain \y i 바타 Carer f . ea ke eg 09 0! oh 국민이 신뢰할 수 있는 튼튼한 안보태세를 구축하려면 국방개혁이 지속적이고 일관성 있게 추진되도록 국민의 적극적 지지와 관심이 필요합니다.",14-30.txt,35
국방부_정책자료,"가가 it AF WOU AE 020 거여 a 중기 국방 소요재원 : 연평균 7.2%의 증가 필요 국방비는 병력감축, 부대개편, 전력개편 등과 연계하여 방위력 개선비를 중심으로 전지전이 ZW DIO 더니 고 o1 eet 방위력 개선비는 북한의 핵 - WMD 등 비대칭 위협 및 전면전 시 위협 등에 동시에 대응이 가능한 전력 우선적 확보를 위해 투자 * 국지모발 대비 능력 강화, 군구조 개편, 미래 지향적 자주국방 역량 강화 등 전력운영비는 간부증원, 전투형 군대 육성, 장병 사기 ㆍ복지 증진, 병영생활 개선 등 214.5 144.3 84.9 59.4 (7.2) (5.6) (5.8) (5.3) 트 더욱 강화되는 방위역 국방비, 대한민국의 평화와 국민의 행복을 위한 주: 북한 핵, 미사일 위협에 대한 Kill Chain, KAMD 구축 “Wolfs 1251199941 전방 전투역량 강화, 감시 시스템 보강 1@ =서다 8 시 이지스할 지상:해상-공중 전력 강화, 첨단 무기 도입, ok ) 창조형 국방 RED 및 자주적 방위태세 정밀타격능력 구비 '14예산:8조3420억원 국방 미래 설계 방위산업 활성화 그 = PART 4 방개혁 기본계획 2014~2030 '14예산:1782억원 '14예산:2조4.714억원",14-30.txt,36
국방부_정책자료,"국방개혁 기본계획 2012~2030 = == © _ re) 다기능ㆍ고효율의 선진국방을위한국방개혁 국민과 함께합니다 두가 잠든 시간에도 이땅과 | ＊ㅋㅎ. 이 바다와 이 아늘에서 국방개혁 기본계획 2012~2030 ^ > ^ CONTENTS 국방개혁, 더 멀리 내다보고 미래를 준비합니다 6 국내:외 안보환경은 끊임없이 변화하고 있습니다 8 미래 지향적 다기능:고효율의 선진국방을 만들겠습니다 지휘구조로 바탕: 으로 새로운 언 연합방위체제를 구축합니다 14 SAAC 정보ㆍ기술 YS 군구조로 전환합니다 15 상비병력은 감축하되 군의 전투력은 더욱 강화되고 간부는 정예화됩니다 16 Se 네트워크 기반하 통 통합작전 수행 가능 한 구조로 전환합니다 18 해군은 수상ㆍ수중ㆍ공중 입체전력 통합운용에 적합한 PAL 전환합니다 20 STL 효과중심의 항공우주작전 수행능력을 극대화하는 TAS 전환합니다 22 안보위협과 국방여건을 고려하여 미래 위협에 대비할 수 있는 MAS 구비합니다 24 국가위상에 걸맞는 국제평화유지 활동에 적극 참여합니다 미래전에 대비하는 '고효율의 선진 국방운영체제""를 구축합니다 28 야성-전사기질이 충만한 전투임무 중심의 강한 군대로 만들겠습니다 30 국방인력을 최고의 전문가 집단으로 육성합니다 33 미래전에 대비한 선진 국방정보화 환경을 구축합니다 34 예비군을 상비군 수준으로 정예화합니다 36 군수지원체제 선진화로 전투준비태세를 향상시킴니다 38 국방 전 분야에서 경영 효율성을 제고합니다 40 전투력 발휘 극대화를 위한 군 복지향상 및 장병 복무여건을 개선합니다 42 미래전에 대비하기 위하여 국방과학기술 역량을 선진화합니다 (이 @ GD > (0) 금 Mot | > we Job % Ei HI ‘O 2 Ja ie [것 영 [만 ya Oot ir 2 > H 4a ot 와 Tr = 7 = Of ogt Fu eal PA Hu ot Cc a 화 성공적인 국방개혁 ATS 위해 국방 소요재원 확보는 필수입니다 민 여러분의 적극적인 지지와 성원이 강한 군대를 만듭니다 국방개혁 기본계획 수립 / 법령 제정 o 국방개혁 기본계획(2006~2020) 수립 : '05.12월 ㅇ 국방개혁에 관한 법률/시행령 제정 : '06.12월/`07.3월 ㅇ 국방개혁 기본계획(2009~2020) 수립 : '09.6월 ㅇ 국방개혁 기본계획(2012~2030) 수립 : '12.8월 국방개혁 기본계획은 시시각각 변화하는 안보환경에 능동적으로 대처하고 미래전에 대비하기 위해 지난 2005년에 수립되었습니다.",PBLICTNEBOOK_201411060459455410.txt,0
국방부_정책자료,"이는 국방개혁에 관한 법률에 근거하여 매 2~3년 주기로 보완하고 있으며, 최근 급변하는 안보상황을 고려하여 국방개혁 기본계획(2009~2020/을 실현가능한 계획으로 수정ㆍ발전시켰습니다.",PBLICTNEBOOK_201411060459455410.txt,1
국방부_정책자료,"「국방개혁에 관한 법률(5조 3항)」 국방부장관은 매 5년의 중간 및 기간 만료시점에 한미동맹의 발전, 남북 군사 관계 변화 추이 등 국내외 안보정세 및 국방개혁 추진실적을 분석ㆍ평가하여 ""국방개혁 기본계획'에 반영 «> 국방개혁 기본계획 2012~2030 a4 그 re) ^ 아고 있습 니다 급변하는 안보환경에 따른 위협양상은 갈수 상은 복잡ㆍ다양화되는 가운데 동북아 지역이 세계의 중심지역으로 부상하면서 협력과 갈등의 이중적 HES Or 군비경쟁은 심화되고 있습니다.",PBLICTNEBOOK_201411060459455410.txt,2
국방부_정책자료,더욱이 북한의 군사위협은 더욱 가중되고 있어 우리 군의 강도높은 국방개혁 추진이 어느 때보다 중요한 시점입니다.,PBLICTNEBOOK_201411060459455410.txt,3
국방부_정책자료,군은 상부지휘구조 개편을 비롯한 한국군 FES] 한반도 전구작전 수행체계를 으 우리 Fae 핵심군사능력을 Shah 더불어 미국의 Asphalt 군사 북한은 대규모의 재래식 군사력을 유지하면서 핵:미사일:사이버전 등 비대칭전력을 지속 증강하고 있어 한반도는 물론 국제사회의 긴장이 증대되고 있습니다.,PBLICTNEBOOK_201411060459455410.txt,4
국방부_정책자료,우 군은 이에 대응할 수 있는 능력을 갖추어야 합니다.,PBLICTNEBOOK_201411060459455410.txt,5
국방부_정책자료,"rr 야전부대 ALAS 강화시키기 위해 병의 구성비를 낮추고, 간부의 비중을 높이 구조로 개선해야 합니다.",PBLICTNEBOOK_201411060459455410.txt,6
국방부_정책자료,"www.mnd.go.kr 에 동시 대비 가능토록 a =] BE 3 val 9 한 oy br oy re rh 에 대비, 위 화요소를 반영, 실현가능한 계획으로 발전 국방 소요재원의 안정적 확보로 개혁 추진동력의 지속 보장 필요 a =] 한의 군사위 브 = 국방개혁 기본계획 2012~2030 미래 지향적 다기능 ㆍ고효율의 만들겠습니다 국방개혁 기본계획은 현재의 위협과 더불어 큰 그림이며, 이를 위해 지금까지 군이 갖고 있는 현실적 제약요소를 진단하고 추진계획을 정밀 재검토하여 병력감축과 전력화 소요기간을 고려 2030년까지 10년 추가 개혁을 반영하였습니다.",PBLICTNEBOOK_201411060459455410.txt,7
국방부_정책자료,"평시 '적극적 억제'로 군사전략을 발전 전시작전통제권 전환 대비 상부지휘구조 개편 병력감축 시기 조정 및 간부 정예화 위협 재평가에 따라 전력증강 우선순위 조정 보 ㅇ 경영 국방 교육ㆍ인력ㆍ군수지원체계의 발전 군 복지 향상 및 장병 복무여건 개선 Bl 강라르, 바크르 ~ ZGALZ, 3 Se) 22 행복괴 DA ete zee 미래를 준비하는 국방개혁, '다기능ㆍ고효율의 선진국방"" 우리 국민 모두와의 약속입니다.",PBLICTNEBOOK_201411060459455410.txt,8
국방부_정책자료,"북한의 다양한 군사위협에 대비하여 평시부터 적극적 억제""와전투임무 중심의 군구조로 7 tlo PART 2 한반도 작전환경에 부합하는 0 증 9 ap 맞춤형 군구소'로 전환합니다 22 느 대처하기 위해 전투임무 중심의 군사력 PAS 전환함으로써 국가위상에 걸맞는 '정예화된 MAAS 건설합니다.",PBLICTNEBOOK_201411060459455410.txt,9
국방부_정책자료,"현존 군사위협과 미래의 안보정세 및 국방환경 변화에 능동적으로 Ro nlo i) BK ie ~ 확보 및 비대칭 위협 대비능력 우선 지도발 ㅇ국 국방개혁 기본계획 2012~2030 2015년 전시작전통제권 전환, 전장환경의 변화, 군제발전의 선진화 Ss 고려, 우리 군의 주도적 ASS 강화하고 작전 효율성 SUS 위해 상부지휘구조의 WHS 필수적입니다.",PBLICTNEBOOK_201411060459455410.txt,10
국방부_정책자료,1990년 「818''계획」에 따라 개편된 현 상부지휘구조는 PAD 군정3'의 이원화로 누적되어 온 문제점을 해소하여 전투수행능력과 작전 수행의 효율성을 획기적으로 제고하겠습니다.,PBLICTNEBOOK_201411060459455410.txt,11
