rank,img_src,img_title,mx4d,dolby,atmos,mega_only,summary,score,title,booking_rate,release_date,like
26위,https://img.megabox.co.kr/SharedImg/2025/11/07/nqDNHC1F51dXTDeRmW8xDFaovL1AmVuC_420.jpg,한란,0,0,0,1,"1948년 제주, 토벌대를 피해 한라산으로 피신하게 된 ‘아진’(김향기)은
딸 ‘해생’과 생이별을 한다.
‘아진’은 마을에 두고 온 딸 ‘해생’을 걱정하며 산에 오르던 중
군인들이 마을을 전부 불태웠다는 이야기를 듣게 되고, 딸을 찾아 하산을 결심한다.
딸을 구하러 가는 엄마 ‘아진’과 엄마를 찾아 산을 오르는 딸 ‘해생’의
살아남기 위한 생존 여정이 시작되는데…

11월 우리가 잊지 말아야 할 이야기가 온다!",8.5점,한란,예매율 0.2%,개봉일 2025.11.26,143
27위,https://img.megabox.co.kr/SharedImg/2025/11/25/h9Si7DX9jztPC9WmBmbDIgqkU0TJNVoS_420.jpg,[AGF2025] 페이트 스트레인지 페이크 EP 1-4,0,0,0,1,"마술사<마스터>와 영령<서번트>가
어떤 소원이든 이룰 수 있는 원망기 '성배'를 놓고 싸우는──'성배전쟁'.

일찍이, 일본에서 행해진 제5차 성배전쟁의 종결로부터 몇 년 뒤.
새로운 성배 출현의 징조가 미합중국 서부의 도시 스노필드에서 관측된다.
그리고 모여드는 마술사<마스터>와 영령<서번트>들──

결여된 클래스.
소환될 리 없는 서번트.
암약하는 국가.
전쟁을 위해 만들어진 도시.
──수많은 특이점으로 '성배전쟁'은 혼란에 빠지고 뒤틀려간다.

거짓 성배의 단상에서 춤추는 인간과 영령<서번트>들이 벌이는 향연의 막이 오른다──.",0점,[AGF2025] 페이트 스트레인지 페이크 EP 1-4,예매율 0.2%,개봉일 2025.12.05,32
28위,https://img.megabox.co.kr/SharedImg/2025/11/24/qnzstvr4ED7sIyPmV20rVWyFMyBEkE03_420.jpg,[AGF2025] 우마무스메 프리티 더비 새로운 시대의 문,0,0,0,1,"「우마무스메」－그들은 달리기 위해서 태어났다.

자유분방한 프리 스타일 경주에서 최강을 목표로 달려온 우마무스메 소녀, 폿케. '정글 포켓'.
충동적으로 관전한 『트윙클 시리즈』 경주에서 후지 키세키의 달리기에 충격을 받은 폿케는 자신도 『트윙클 시리즈』에 도전하기로 결심한다.

우마무스메들이 모이는 『트레센 학교』에 들어간 폿케는 후지 키세키를 키운 타나베 트레이너의 밑에서
평생에 단 한 번만 도전할 수 있는 『클래식 3관 경주』에 도전한다.
그곳에서 기다리고 있던 것은 폿케도 능가하는 실력을 가진 동세대의 라이벌들이었다.

변함없는 마음을 가슴에 품고 성실하게 노력을 이어가는 단츠 플레임.
자신에게만 보이는 『친구』를 쫓아 달리는 맨하탄 카페.
그리고 우마무스메가 가진 가능성의 그 끝을 좇는 매드 사이언티스트, 아그네스 타키온――.

자신의 긍지와 집념과 혼을 걸고 달리는 우마무스메들.
그 뜨겁고 격렬한 싸움이 새로운 시대의 문을 연다.

「상대가 누가 됐든 상관없어! 난 최강의 우마무스메가 되고 말 거야!!」",0점,[AGF2025] 우마무스메 프리티 더비 새로운 시대의 문,예매율 0.2%,개봉일 2025.12.05,36
29위,https://img.megabox.co.kr/SharedImg/2025/11/24/fdbLjX1TSPSLRZ4CaGzmLdhO8lfrj39F_420.jpg,[AGF2025] 극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,0,0,0,1,"너에 대해서, 알려 줘. 그러면 노래를 알 수 있을지도 몰라

음반 가게에서 처음 듣는 미쿠의 노래를 듣게 된 호시노 이치카.
그녀는 모니터에서 처음 보는 모습의 ""하츠네 미쿠""를 보고 「미쿠?!」라고 소리를 낸다.
그 목소리에 놀란 미쿠는 이치카와 눈이 마주쳤지만 금방 사라지고 말았다.

며칠 뒤, 거리 공연을 마친 이치카의 스마트폰에 저번에 봤던 미쿠의 모습이 나타난다.
쓸쓸한 듯 고개를 떨구고 있는 미쿠에게 이치카가 조심스레 물어보니, 
노래를 전하고 싶은 사람들이 있는데 아무리 노래해도 그 노래가 전해지지 않는다고 말한다.

미쿠는 공연으로 많은 사람들의 마음에 노래를 전하는 이치카의 모습을 보고
이치카에 대해서 알면 자신도 이치카처럼 할 수 있을 거라고 생각해서 이치카를 찾아온 것이었다.
미쿠의 부탁에 이치카는 「나라도 괜찮다면」이라고 미소 지으며 대답하고, 하츠네 미쿠와 소년소녀들의 새로운 이야기가 시작된다.",0점,[AGF2025] 극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,예매율 0.1%,개봉일 2025.12.05,27
30위,https://img.megabox.co.kr/SharedImg/2025/11/19/AX7YJXRdqyktGskIjCl2wz0z0Ok1kQ16_420.jpg,"거짓말, 뱀파이어가 어디 있어?",0,0,0,1,인간 청년 동하가 입주한 쉐어하우스에 살고 있는 뱀파이어 친구들을 만나게 되며 벌어지는 로맨스물. 나이답지 않게 의젓한 인간 청년 동하와 그에게 각자의 이유로 마음을 뺏긴 뱀파이어 4명의 아찔하면서도 짜릿한 동거 이야기.,0점,"거짓말, 뱀파이어가 어디 있어?",예매율 0.1%,개봉일 2025.11.22,21
31위,https://img.megabox.co.kr/SharedImg/2025/11/25/l6keZIWbEUHIjPEvCXvyDXTdc7F5YYF8_420.jpg,[AGF2025] RE:제로부터 시작하는 이세계 생활 4기 EP 1,0,0,0,1,"수문도시 프리스텔라의 사투에서 간신히 승리한 스바루 일행. 하지만 그 대가는 너무나도 컸다.
'폭식'의 권능에 당해 계속 잠들어 있는 렘, 기억을 빼앗긴 크루쉬, 그리고 이름을 빼앗겨 버린 율리우스.
이들을 구할 단서를 찾던 도중,  스바루는 모든 것을 내다보고 온갖 지식을 소유했다고 하는 '현자' 샤울라의 존재를 알게 된다.
다음 목적지는 현자가 살고 있는 '플레이아데스 감시탑'──그곳은, 최강의 '검성' 라인하르트조차 공략할 수 없었던 대사막 '아우그리아 사구'에 우뚝 솟은 세상 끝의 탑.
맹위를 떨치는 자연, 미지의 마수, 그리고 상상을 초월하는 위협이 일행의 앞을 가로막는다.
동료와 함께, 모든 것을 되돌리기 위해 목숨을 건 소년의 여행이 시작된다──",0점,[AGF2025] RE:제로부터 시작하는 이세계 생활 4기 EP 1,예매율 0.1%,개봉일 2025.12.05,25
32위,https://img.megabox.co.kr/SharedImg/2025/10/31/QjP63qjGWGuLakTk39mnf2Zk8Y040PCl_420.jpg,뱀파이어 헌터 D,0,0,0,1,"아득히 먼 미래, 뱀파이어들이 밤을 지배하는 시대.
그러나 그들의 세력은 점차 쇠퇴하고,
그들을 사냥하는 헌터들이 어둠 속에서 활약하기 시작한다.

그중 인간과 뱀파이어의 피를 함께 지닌 전설의 사냥꾼 ‘D’.
탁월한 사냥 실력과 압도적인 존재감으로 공포와 전설의 대상이 된 그는
어느 날 지주의 딸 ‘샤를로트’를 구해달라는 의뢰를 받는다.

그녀를 납치한 귀족 뱀파이어 ‘마이어 링크’,
그리고 그들을 둘러싼 괴수와 현상금 사냥꾼들.
사랑과 피, 운명이 뒤얽힌 추적 끝에서
인간과 뱀파이어의 숙명이 충돌한다.",9점,뱀파이어 헌터 D,예매율 0.1%,개봉일 2025.11.12,627
33위,https://img.megabox.co.kr/SharedImg/2025/11/03/5yze3h98KAa8T5Cahx2CMecbbAJloHAZ_420.jpg,SEVENTEEN WORLD TOUR [NEW_] IN JAPAN: LIVE VIEWING,0,0,0,1,"‘SEVENTEEN WORLD TOUR [NEW_] IN JAPAN: LIVE VIEWING’이 전 세계 극장에서 생중계됩니다!

새 시작을 향한 각오를 담은 월드투어 [NEW_]
‘무대 장인’ 세븐틴의 강렬한 퍼포먼스와 다채로운 솔로 무대를 극장에서 즐겨보세요.

인천에서 시작해 북미와 아시아를 거쳐 일본 투어의 포문을 여는 나고야 공연! 
세븐틴의 열정과 에너지가 전 세계 팬들에게 대형 스크린을 통해 생생하게 전해집니다.

11월 29일, 전 세계 극장에서 라이브 뷰잉으로 만나보세요.",0점,SEVENTEEN WORLD TOUR [NEW_] IN JAPAN: LIVE VIEWING,예매율 0.1%,개봉일 2025.11.29,65
34위,https://img.megabox.co.kr/SharedImg/2025/11/21/4NUhDLhdTKezXDs0rGeFmkmJpmyW6Xrm_420.jpg,석류의 빛깔,0,0,0,1,"“창문으로 세상을 봅니다
창문 너머에 세상이 있습니다”

18세기 아르메니아 시인 ‘사야트 노바’
그의 일생을 은유와 상징으로 담은 이미지를
색, 빛, 소리, 향기로 빚어낸
영화사에 다시 없을 경이로운 걸작",7.6점,석류의 빛깔,예매율 0.1%,개봉일 2025.11.26,82
35위,https://img.megabox.co.kr/SharedImg/2025/10/14/2SvOd0Z7VE98080Y83UZFvhg2UeqtwhL_420.jpg,보스,0,0,0,1,"갑작스러운 보스의 죽음! 차기 보스는 누구?!

보스 후보1. 차기 보스 0순위지만, 조직이 아닌 중식당 미미루로 전국구 평정을 꿈꾸는 순태(조우진)
보스 후보2. 조직 내 입지는 충분하나 운명처럼 만난 탱고에 인생을 건, 차기 보스 유력자 ‘강표’(정경호)
보스 후보3. 유일하게 보스를 갈망하지만, 그 누구도 보스감이라 생각하지 않는, 보스 부적격자 ‘판호’(박지환)

그리고
미미루 배달원으로 잠입한 언더커버 경찰 ‘태규’(이규형)까지 가세하며
치열한 보스 ‘양보’ 전은 예측불허 대혼란으로 치닫는데..

세력 전쟁보다 살벌한 보스 대결 양보 전쟁!
올 추석, 웃기는 놈이 보스다!",8.1점,보스,예매율 0.1%,개봉일 2025.10.03,540
36위,https://img.megabox.co.kr/SharedImg/2025/11/07/AA1QC2VWmoGWzozNjuekhjxtDTM4SfyE_420.jpg,극장판 나와 로보코,0,0,0,1,"누적 발행 부수 150만 부 돌파 히트작!
패러디에 미친 세계의 개그 폭탄이 터진다!

어느 날, 무릎 진동 알림과 함께 평행 세계에서 온
비슷하지만 다른, 다른 듯하지만 비슷한 로보코 군단이 쏟아진다!
해적왕 로보코 X 인류 구원 로보코 X 심쿵 유발 로보코 X 썰렁 개그 로보코
각기 다른 로보코들이 하나의 세계로? 이게 가능하다고!?

그 와중, 침략자 로보코의 등장으로 혼돈은 최고조에 이르고
로보코 VS 로보코 VS 로보코 구도 성립?!
터지는 액션, 쏟아지는 개그에... 마침내 무릎은 한계에 도달한다!

과연 이 혼돈의 세계를 무릎으로 제패할 로보코는 누구인가?
후 하얗게 불태웠다...",7.2점,극장판 나와 로보코,예매율 0.1%,개봉일 2025.11.26,157
37위,https://img.megabox.co.kr/SharedImg/2025/10/07/oMuifIUlLwuLmfDl9OSHEx4WTrEK4XPn_420.jpg,부고니아,0,0,0,1,"2025년, 기필코 지구를 지켜라!
벌들은 사라지고, 지구는 병들고 있고, 인류는 고통받고 있다.
거대 바이오 기업의 물류센터 직원인 ‘테디’는 이 모든 것이 은밀하게 진행되고 있는 외계인의 지구침공 계획 때문이고, 사장 ‘미셸’이 안드로메다에서 온 외계인이라고 굳게 믿는다.
오랜 준비 끝, 함께 사는 사촌 동생 ‘돈’과 함께 결국 ‘미셸’을 납치하는데 성공한 ‘테디’ 
그는 지하실에 ‘미셸’을 감금한 채 지구를 찾아온 이유와 앞으로의 음모를 캐묻지만
자신은 외계인이 아니라는 말만 반복하는 ‘미셸’
과연 ‘테디’는 ‘미셸’에게서 원하는 답을 얻고 지구를 지킬 수 있을까?",8.1점,부고니아,예매율 0.1%,개봉일 2025.11.05,619
38위,https://img.megabox.co.kr/SharedImg/2025/11/24/atc63o0MvVJy70xklHoXtlo3auq0QVFw_420.jpg,[AGF2025] 극장판 진격의 거인 완결편 더 라스트 어택,0,0,0,1,"이것이 최후의 ""진격""---!
거인의 위협으로부터 몸을 지키기 위해 거대한 벽을 쌓고 그 안에서 숨을 죽이고 살고 있는 인류.
백 년의 평화는 초대형 거인의 습격으로 파괴됐고, 어머니를 잃은 소년 엘런 예거는
모든 거인을 없앨 것을 맹세하고 거인과 싸우는 조사병단의 일원이 되었다.

글자 그대로 목숨을 건 싸움 속에서 엘런 예거는 자신도 거인이 되는 능력을 손에 넣었고
인류의 승리에 공헌하면서 조금씩 세계의 진실에 가까워지고 있었다. 이윽고 시간이 흘러 벽 밖으로 나간 엘런은
조사병단의 동료들과 갈라섰고 어떤 무시무시한 계획을 실행한다.

수많은 거인을 이끌고, 이 세계의 살아있는 모든 것들을 짓밟는 「땅울림」.

미카사와 아르민을 시작으로 남겨진 자들은 세계를 멸망시키려 하는 엘런을 막기
위해 최후의 싸움에 나선다.",0점,[AGF2025] 극장판 진격의 거인 완결편 더 라스트 어택,예매율 0.1%,개봉일 2025.12.05,29
39위,https://img.megabox.co.kr/SharedImg/2025/10/24/zP0l5AsreNvmgfUgLAtae2vFgO0otwIW_420.jpg,리코더 시험,0,0,0,1,"리코더를 '투투투' 불며 어루만지는, 휘어진 그늘 안의 어린 날.

가족들에게 별다른 애정을 받지 못하는 9살 은희는 리코더 시험을 잘 봐 칭찬을 받고 싶다. 은희가 리코더 시험을 준비하며 예민해져 있을 때, 가족들은 저마다의 이유로 통증을 경험하며 바쁘다.

※ 제 10회 미쟝센단편영화제 심사위원 특별상, 심사위원특별연기상 (2011)",8.5점,리코더 시험,예매율 0.1%,개봉일 2025.11.19,105
40위,https://img.megabox.co.kr/SharedImg/2025/11/05/1anLNUDcQGQwnRZum5eyl1MUH5GRIDC5_420.jpg,프레데터: 죽음의 땅,0,0,0,1,"위험이 도사리는 죽음의 땅
사냥할 것인가, 사냥당할 것인가
 
프레데터로서 존재를 증명하기 위해
우주에서 가장 위험한 행성으로 첫 사냥에 나선 ‘덱’
 
죽음의 땅에 도사린 모든 것으로부터 공격을 받던 순간
휴머노이드 ‘티아’를 만난다
 
최상위 포식자 칼리스크에 맞서게 된 둘은
생존과 각자의 목적을 위해 극한의 사투를 벌이게 되는데…",8.8점,프레데터: 죽음의 땅,예매율 0.1%,개봉일 2025.11.05,625
41위,https://img.megabox.co.kr/SharedImg/2025/11/07/3fbVuPXgOvrvW29y3LLWGOmxJywFttbC_420.jpg,투모로우바이투게더 브이알 콘서트 : 하트 어택,0,0,0,1,"골든아워로 물든 캠퍼스 광장.
MOA라는 이름이 새겨진 라커의 문이 열리는 순간, 
심장을 명중하는 특별한 만남이 다시 시작된다!

투모로우바이투게더와 함께하는 현실 판타지는 
캠퍼스를 벗어나 발아래 구름이 흐르는 핑크빛 하늘 위로 번져가고, 
멈출 수 없는 마음이 레이싱 트랙 위, 
제한 속도 따윈 잊은 채 부스터를 밟아 한계 너머로 질주한다.

시간이 멈춘 듯 얼어붙은 겨울 풍경과 신비로운 오로라, 
계절이 바뀌며 따스한 봄의 정원이 피어나는 순간까지.
MOA를 향한 TXT의 모든 마음이 노래가 되어 ‘현실 판타지’는 완성된다.

‘Love Language’ 의 설레는 고백, 
‘Danger’의 거침없는 퍼포먼스,
‘Beautiful Strangers’ 의 짙은 여운까지. 

한층 더 가까이 다가와 MOA의 심장을 폭발시킬  
투모로우바이투게서 브이알 콘서트 : 하트어택 
<TOMORROW X TOGETHER VR CONCERT : HEART ATTACK>
놓쳐서는 안 될 시공간으로 당신을 초대한다! 

被金色时刻浸染的校园广场
刻印着MOA之名的储物柜门开启的瞬间，
击中心脏的特别相遇再次开启！
与TOMORROW X TOGETHER共同书写的现实幻想
越过校园，在脚下流淌着云彩的粉色天际蔓延，
无法停止的心跳在赛车道上，
将限速抛诸脑后，踩下加速器超越极限地驰骋。

如同时间静止般凝固的冬日景色与神秘极光，
直至季节流转温暖春日花园绽放的时刻。
TXT向着MOA的所有心意化作歌声，「现实幻想」至此完成

《Love Language》令人悸动的告白，
《Danger》毫无保留的演绎，
《Beautiful Strangers》的浓郁余韵

更进一步靠近MOA，引爆无限心动的
《TOMORROW X TOGETHER VR CONCERT : HEART ATTACK》
邀您共赴这场不容错失的时空盛宴！

ゴールデンアワーに染まるキャンパス広場。
“MOA”と刻まれたロッカーの扉が開く瞬間、
心臓を撃ち抜く特別な出会いが再び始まる！
TOMORROW X TOGETHERと共にする“リアル・ファンタジー”は、
キャンパスを飛び出し、足元に雲が流れるピンク色の空へと広がっていく。
止められない想いはレーシングトラックの上で、
制限速度を忘れてブースターを踏み込み、限界を超えて疾走する。
時が止まったように凍りついた冬の景色と神秘的なオーロラ、
そして季節が巡り、温かな春の庭園が咲き誇る瞬間まで。
MOAへのTXTのすべての想いが歌となり、“リアル・ファンタジー”は完成する。
「Love Language」のときめく告白、
「Danger」の躍動感あふれるパフォーマンス、
「Beautiful Strangers」の深い余韻まで。
さらに近くに迫り、MOAの心を震わせる
「TOMORROW X TOGETHER VR CONCERT : HEART ATTACK」
見逃すことのできない時空間へ、あなたを招待する！

Step into a golden-hour dreamscape,
where a locker marked “MOA” opens the door to an extraordinary encounter.
The line between reality and fantasy blurs with TOMORROW X TOGETHER.
Cloud-kissed skies melt into pink sunsets and
high-speed races surge beyond the limit. 
Each scene bursts with emotion, energy, and imagination.
Frozen winter nights thaw into spring gardens in bloom,
as TXT’s love for MOA comes alive in every moment, every melody.
From the tender whispers of Love Language,
to the fierce performance of Danger,
and the lingering echo of Beautiful Strangers. 
This is more than a concert.
It's a VR experience that brings you closer than ever before.
Don’t miss TOMORROW X TOGETHER VR CONCERT : HEART ATTACK.",9.9점,투모로우바이투게더 브이알 콘서트 : 하트 어택,예매율 0.1%,개봉일 2025.10.10,1.2k
42위,https://img.megabox.co.kr/SharedImg/2025/10/02/jaZCtULQvN7rskNGC8eMCikWa844YD79_420.jpg,8번 출구,0,0,0,1,"또다시 제자리.
방심하는 순간 영원히 이곳에 갇힌다!
무한루프 속 이상 현상을 찾아 탈출하라!

끝없이 반복되는 지하도에 갇힌 ‘헤매는 남자’,
아래의 규칙에 따라 8번 출구로 탈출해야만 한다.

1. 단 하나의 이상 현상도 놓치지 말 것.
2. 이상 현상을 발견하면 즉시 되돌아갈 것.
3. 이상 현상이 없다면 앞으로 나아갈 것.
4. 8번 출구를 통해서 밖으로 나갈 것.",8.2점,8번 출구,예매율 0.1%,개봉일 2025.10.22,909
43위,https://img.megabox.co.kr/SharedImg/2025/11/24/9v4SRUbcUdFipdRYBAnQgXVYlmB0kPbm_420.jpg,"[AGF2025] 극장판 뱅드림! 잇츠 마이고!!!!! 전편: 봄의 양지, 방황하는 고양이",0,0,0,1,".....여기서 평생 기타 칠래

카나메 라나, 통칭 ""RiNG의 길고양이""는

라이브 하우스 『RiNG』에 신출귀몰하게 나타나서 기타를 치고 돌아가는 괴짜 소녀.

자유분방하게 살고 있는 라나지만, 그녀 역시 미아였던 걸까?

그런 길잃은 고양이가 라이브 하우스라는 보금자리에,
또 밴드「MyGO!!!!!」라는 '보금자리'에 자리 잡게 된 계기를 그린 이야기.",0점,"[AGF2025] 극장판 뱅드림! 잇츠 마이고!!!!! 전편: 봄의 양지, 방황하는 고양이",예매율 0.1%,개봉일 2025.12.05,17
44위,https://img.megabox.co.kr/SharedImg/2025/10/15/CYbIkC15WVdLKxPpWkEsBonwhMe8pO9b_420.jpg,사람과 고기,0,0,0,1,"돈 있어야 먹을 수 있고 혼자 먹기엔 서러운 음식, 고기.

폐지를 주우며 외롭게 살고 있는 형준(박근형)은
우연히 만난 비슷한 처지의 우식(장용), 화진(예수정)과 ‘공짜’로 고기를 먹으러 다니게 된다.
혼자가 아닌 셋이 고기를 먹기 위해 뭉치는 순간,
노인 3인방은 마침내 살아있음을 느끼고 세상과 연결되는 즐거움을 만끽하게 된다.
그러나 오래 가지 못하고 결국 덜미를 잡히고 마는데..

뉴욕타임즈가 극찬한 올해의 영화가 온다!",8.6점,사람과 고기,예매율 0.1%,개봉일 2025.10.07,212
45위,https://img.megabox.co.kr/SharedImg/2025/11/24/bYMfKbATh7Yqs8WL6o2S38y3ouscQmKr_420.jpg,"[AGF2025] 극장판 뱅드림! 잇츠 마이고!!!!! 후편: 노래하자, 우리가 될 수 있는 노래 & 필름 라이브",0,0,0,1,"여기서 시작하자, 다시 한번

이름 없는 밴드의 첫 공연은 대성공을 거뒀다...
...고 생각했는데, 그 공연을 이유로 뿔뿔이 흩어지는 멤버들.

멤버가 각자 다른 생각을 품고 있는, 이름도 없는 밴드는 어디로 향할 것인가.

길을 잃은 소녀들의 갈등을, 절규를 그린 이야기.",0점,"[AGF2025] 극장판 뱅드림! 잇츠 마이고!!!!! 후편: 노래하자, 우리가 될 수 있는 노래 & 필름 라이브",예매율 0.1%,개봉일 2025.12.05,13
46위,https://img.megabox.co.kr/SharedImg/2025/09/17/iU1Oy4bKSuPzSOaw60Xr0juc8nvA7WvN_420.jpg,나쁜계집애: 달려라 하니,0,0,0,1,"달리기로 전국을 제패한 전국구 육상 스타 '나애리'는
전학 간 빛나리 고등학교에서 딱 한 번 진 적이 있는 전 금메달리스트 '하니'와 다시 만나게 된다.
도심 골목에서 달리는 '스트릿 런'이라는 특별한 이벤트 경기에 참여하게 된 두 사람은
떠오르는 혜성 같은 신예 '주나비'와 맞붙게 되는데…
독하게 돌아온 '나애리'와 영원한 라이벌 '하니'는 경기에서 우승할 수 있을까?
청소년 국가대표 타이틀을 건, 심장이 쿵쾅대는 레이스가 시작된다!",8.5점,나쁜계집애: 달려라 하니,예매율 0.1%,개봉일 2025.10.07,380
47위,https://img.megabox.co.kr/SharedImg/2025/11/24/n0nk6wd1R5FAP1udmup9s8nVUQc3qohL_420.png,[AGF2025] 영화 코바야시네 메이드래곤 외로움쟁이 용,0,0,0,1,"""이 손을 놓고 싶지 않아. 이제 우린, 가족이니까.""

평범한 회사원 코바야시 씨.
코바야시 씨에게 이끌려 모인 드래곤들.
그중 하나 어린 드래곤 칸나에게 누군가가 찾아온다.
그 정체는 놀랍게도 칸나의 아버지였는데.",0점,[AGF2025] 영화 코바야시네 메이드래곤 외로움쟁이 용,예매율 0%,개봉일 2025.12.05,16
48위,https://img.megabox.co.kr/SharedImg/2025/09/02/R33T0Ge5B0mf7snaCOz2JIfBpmPGke2c_420.jpg,원 배틀 애프터 어나더,0,0,0,1,"자유를 외치는 혁명가 ‘밥 퍼거슨’(레오나르도 디카프리오).
16년이 흐른 뒤, 후유증으로 모든 걸 내려놓고 무너진 삶을 살고 있다.

그에게 남은 유일한 희망은 
세상 누구보다 소중한 딸 ‘윌라 퍼거슨’(체이스 인피니티)뿐.

자신의 몸도, 딸과의 관계도 엉망진창인 삶을 살아가던 중
과거의 숙적이었던 ‘스티븐 J. 록조’(숀 펜)가 딸을 납치한다.

딸을 찾기 위해서 옛 동료들의 도움이 절실하지만,
오래된 동료들은 만나기조차 쉽지 않은데…

지나온 시간만큼 더 지독해진 숙적을 상대로
끝나지 않는 싸움을 끝내기 위한 뜨거운 추격이 시작된다!",8.9점,원 배틀 애프터 어나더,예매율 0%,개봉일 2025.10.01,1.1k
49위,https://img.megabox.co.kr/SharedImg/2025/11/12/CAJPZ68sFR4plOW5Mjc6fmxmnIiEzj6o_420.jpg,피아니스트의 전설,0,0,0,1,"“피아노를 봐. 건반은 시작과 끝이 있지.
그건 무섭지가 않아. 무서운 건 세상이야“

1900년, 유럽과 미국을 오가는 버지니아 호에서 태어나 
평생을 바다 위에서 살아온 천재 피아니스트 ‘나인틴 헌드레드’.
유일한 친구인 트럼펫 연주자 ‘맥스’와 첫사랑이자 마지막 사랑 ‘퍼든’,
그의 소문을 듣고 찾아온 재즈 피아니스트를 만나며 
조금씩 바다 밖 세상을 배워가던 그의 인생에 새로운 변화가 찾아오는데...",9.1점,피아니스트의 전설,예매율 0%,개봉일 2025.11.26,852
50위,https://img.megabox.co.kr/SharedImg/2024/04/16/d7IdJ6SMb0q9qba7UjFJOumuaRbJVXnL_420.jpg,[오페라] 카르멘 @ THE MET,0,0,0,1,"저명한 영국 연출가 캐리 크래크넬이 메트에 데뷔해서 죽음에 이르는 열정의 스토리를 오늘날의 인신매매범 조직을 배경으로 무대 위에 재현한다. 메조소프라노 아이굴 아크메시나가 팜 파탈의 시금석이라고 할 카르멘 역을 맡아 세 명의 탁월한 출연진과 호흡을 맞춘다. 표트르 베차와가 카르멘의 연인 돈 호세 역을, 소프라노 엔젤 블루가 헌신적인 사랑의 대명사 미카엘라 역을 맡는다. 오만한 투우사로는 베이스 바리톤 카일 케텔슨이 출연한다. 다니엘레 루스티오니가 비제의 격정적인 음악을 지휘한다.

연출: 캐리 크래크넬
무대: 마이클 레바인
의상: 톰 스커트
조명: 가이 호어
영상: 로카필름/롤랜드 호바스
안무: 앤 이

다니엘레 루스티오니(지휘), 엔젤 블루(미카엘라), 아이굴 아크메시나(카르멘), 표트르 베차와(돈 호세), 카일 케텔슨(에스카미요)",9.5점,[오페라] 카르멘 @ THE MET,예매율 0%,개봉일 2025.11.20,61
51위,https://img.megabox.co.kr/SharedImg/2025/10/24/MBj7z8tJXN73y8Jkmz8BscR1e7IdUpMG_420.jpg,바람이 전하는 말,0,0,0,1,"조용필 「킬리만자로의 표범」, 박인수·이동원 「향수」
양희은 「하얀 목련」, 이선희 「알고 싶어요」
혜은이 「열정」, 최진희 「사랑의 미로」
김국환 「타타타」, 송창식 「상아의 노래」
임희숙 「진정 난 몰랐네」, 장사익 「눈동자」
뮤지컬 '명성황후' 「백성이여 일어나라」…

불후의 명곡들 뒤에는 60년간 3,000여 곡을 남기며
한국 대중음악의 황금기를 이끈 국민 작곡가 김희갑이 있었다.

그의 음악은 가왕 조용필을 비롯해 양희은, 송창식, 혜은이 등
당대 최고의 목소리를 통해 청춘을 물들이고 삶을 노래하며,
한 시대의 화양연화를 가장 빛나는 선율로 담아냈다.

그리고 그의 곁을 지킨 영원한 음악 파트너이자 짝꿍, 국민 작사가 양인자.
두 사람의 노래는 전 국민에게 위로와 감동을 주며 세월을 넘어 사랑받아 왔다.

10년에 걸쳐 담아낸 카메라의 기록 속에서 인생의 황혼에 이른 거장이 
건네는 따스한 위로와 노래로 쓴 인생이 스크린 위에서 새롭게 살아난다.",9.7점,바람이 전하는 말,예매율 0%,개봉일 2025.11.05,21
52위,https://img.megabox.co.kr/SharedImg/2025/10/17/eW0Cv2FmTeaO4rV2UiMWMMktAtBVAIMk_420.jpg,럭키 데이 인 파리,0,0,0,1,"""난 정말 운이 좋아.
너와 그날 마주치면서 내 삶은 완전히 달라졌어""

파리의 고급 아파트에 살며 저녁엔 사교 파티, 주말엔 별장에서 사냥을 즐기는
이상적인 상류사회 커플, '파니'(루 드 라쥬)와 '장'(멜빌 푸포).

어느 날, '파니'가 고등학교 동창 '알랭'(닐스 슈네데르)과 우연히 마주치면서
둘은 서로에게 점점 빠져들고, 예기치 못한 삶의 아이러니에 휘말리는데…",7.9점,럭키 데이 인 파리,예매율 0%,개봉일 2025.11.12,160
53위,https://img.megabox.co.kr/SharedImg/2025/11/07/cv24J2oF4jHsmrxzeWQmDJ2MpM6IgvB5_420.jpg,퍼스트 라이드,0,0,0,1,"“끝을 보는 놈, 해맑은 놈, 잘생긴 놈, 눈 뜨고 자는 놈, 사랑스러운 놈” 
10월, 뭉치면 더 웃기는 놈들의 대환장 코미디가 온다! 

어린 시절부터 한 몸처럼 붙어 다닌 24년 지기 사총사, 
태정(강하늘), 도진(김영광), 연민(차은우), 금복(강영석)의 꿈은 바로 함께 하는 여행! 

학창 시절에 이루지 못했던 꿈을 위해 생애 첫 해외여행을 떠나는 날, 
계획에 없던 옥심(한선화)까지 합류하며 이들의 여행은 점점 환장의 세계로 흘러가는데…!",7.8점,퍼스트 라이드,예매율 0%,개봉일 2025.10.29,644
